epoch,Background x Background,Background x Whisker 1,Background x Whisker 2,Background x Whisker 3,Background x Whisker 4,Background x Whisker 5,Whisker 1 x Background,Whisker 1 x Whisker 1,Whisker 1 x Whisker 2,Whisker 1 x Whisker 3,Whisker 1 x Whisker 4,Whisker 1 x Whisker 5,Whisker 2 x Background,Whisker 2 x Whisker 1,Whisker 2 x Whisker 2,Whisker 2 x Whisker 3,Whisker 2 x Whisker 4,Whisker 2 x Whisker 5,Whisker 3 x Background,Whisker 3 x Whisker 1,Whisker 3 x Whisker 2,Whisker 3 x Whisker 3,Whisker 3 x Whisker 4,Whisker 3 x Whisker 5,Whisker 4 x Background,Whisker 4 x Whisker 1,Whisker 4 x Whisker 2,Whisker 4 x Whisker 3,Whisker 4 x Whisker 4,Whisker 4 x Whisker 5,Whisker 5 x Background,Whisker 5 x Whisker 1,Whisker 5 x Whisker 2,Whisker 5 x Whisker 3,Whisker 5 x Whisker 4,Whisker 5 x Whisker 5
10,0.8615002036094666,1.0372636318206787,1.0409904718399048,1.1143295764923096,1.1146266460418701,1.1050447225570679,1.0372637510299683,0.2047010213136673,0.2708591818809509,0.6363539695739746,0.6371989250183105,0.721072256565094,1.0409904718399048,0.2708591818809509,0.019188756123185158,0.7060755491256714,0.7068052291870117,0.7994755506515503,1.1143295764923096,0.6363539695739746,0.7060755491256714,0.0,0.015048440545797348,0.13244372606277466,1.1146266460418701,0.6371989250183105,0.7068052291870117,0.015048440545797348,0.0,0.13269475102424622,1.1050447225570679,0.721072256565094,0.7994755506515503,0.13244372606277466,0.13269475102424622,0.0
11,0.8788684606552124,1.069420576095581,1.044998049736023,1.0824345350265503,1.0825858116149902,1.069983959197998,1.0694206953048706,0.17223317921161652,0.6025206446647644,0.19633091986179352,0.1954873651266098,0.23787246644496918,1.044998049736023,0.6025206446647644,0.019711369648575783,0.7605869770050049,0.7595851421356201,0.8051382303237915,1.0824345350265503,0.19633091986179352,0.7605869770050049,0.0,0.012789711356163025,0.08329994231462479,1.0825858116149902,0.1954873651266098,0.7595851421356201,0.012789711356163025,0.0,0.08541851490736008,1.069983959197998,0.23787246644496918,0.8051382303237915,0.08329994231462479,0.08541851490736008,0.0
12,0.865237295627594,1.0886787176132202,1.0624321699142456,1.1293938159942627,1.1294407844543457,1.1068193912506104,1.0886787176132202,0.4347558617591858,0.8238364458084106,0.5272468328475952,0.5277968049049377,0.5254023671150208,1.0624321699142456,0.8238364458084106,0.0211850106716156,0.7814621925354004,0.7820025086402893,0.8182092905044556,1.1293938159942627,0.5272468328475952,0.7814621925354004,0.0,0.012580100446939468,0.10459744930267334,1.1294407844543457,0.5277968049049377,0.7820025086402893,0.012580100446939468,0.0,0.10588010400533676,1.1068193912506104,0.5254023671150208,0.8182092905044556,0.10459744930267334,0.10588010400533676,0.0
13,0.897453248500824,1.0538289546966553,1.0621380805969238,1.0736567974090576,1.0739936828613281,1.02902090549469,1.0538289546966553,0.1523384004831314,0.7055944204330444,0.18125735223293304,0.18153542280197144,0.23870554566383362,1.0621380805969238,0.7055944204330444,0.015591706149280071,0.784192681312561,0.784013032913208,0.8484768867492676,1.0736567974090576,0.18125735223293304,0.784192681312561,0.0,0.011571693234145641,0.22393639385700226,1.0739936828613281,0.18153542280197144,0.784013032913208,0.011571693234145641,0.0,0.22647345066070557,1.02902090549469,0.23870554566383362,0.8484768867492676,0.22393639385700226,0.22647345066070557,0.0
14,0.8817692995071411,1.0468034744262695,1.0923044681549072,1.122699499130249,1.122610092163086,1.0692732334136963,1.0468034744262695,0.5101215243339539,0.937758207321167,0.568223774433136,0.5687136054039001,0.5506108999252319,1.0923044681549072,0.937758207321167,0.016413614153862,0.7803459167480469,0.7814083099365234,0.8496995568275452,1.122699499130249,0.568223774433136,0.7803459167480469,0.0,0.012705225497484207,0.22943495213985443,1.122610092163086,0.5687136054039001,0.7814083099365234,0.012705225497484207,0.0,0.23068100214004517,1.0692732334136963,0.5506108999252319,0.8496995568275452,0.22943495213985443,0.23068100214004517,0.0
15,0.8905564546585083,1.0857810974121094,1.1009474992752075,1.0980315208435059,1.1005356311798096,1.0184236764907837,1.0857809782028198,0.10015559196472168,0.7972309589385986,0.10797055810689926,0.10737624019384384,0.3530445694923401,1.1009474992752075,0.7972310185432434,0.016830584034323692,0.7967966198921204,0.7926221489906311,0.920013964176178,1.0980315208435059,0.10797055810689926,0.7967966198921204,0.0,0.014068365097045898,0.39339679479599,1.1005356311798096,0.10737624019384384,0.7926221489906311,0.014068365097045898,0.0,0.40222233533859253,1.0184236764907837,0.3530445694923401,0.920013964176178,0.39339679479599,0.40222233533859253,0.0
16,0.8985470533370972,1.0950052738189697,1.0625685453414917,1.1041120290756226,1.104271411895752,0.9997891187667847,1.0950051546096802,0.07559304684400558,0.6694847941398621,0.13330137729644775,0.13160869479179382,0.7860857248306274,1.0625685453414917,0.6694847941398621,0.018520835787057877,0.7856733798980713,0.7845603227615356,1.1043312549591064,1.1041120290756226,0.13330137729644775,0.7856733798980713,0.0,0.011809327639639378,0.7394634485244751,1.104271411895752,0.13160869479179382,0.7845603227615356,0.011809327639639378,0.0,0.742192804813385,0.9997891187667847,0.7860857248306274,1.1043312549591064,0.7394634485244751,0.742192804813385,0.0
17,0.890702486038208,1.0447217226028442,1.1120100021362305,1.139280080795288,1.1381728649139404,0.9740643501281738,1.0447217226028442,0.5254179835319519,0.7790761590003967,0.6699551343917847,0.6703888177871704,0.944847822189331,1.1120100021362305,0.7790761590003967,0.01573486439883709,0.7871893644332886,0.791442334651947,1.5249462127685547,1.139280080795288,0.6699551343917847,0.7871893644332886,0.0,0.013894504867494106,1.2878940105438232,1.1381728649139404,0.6703888177871704,0.791442334651947,0.013894504867494106,0.0,1.2845531702041626,0.9740643501281738,0.944847822189331,1.5249462127685547,1.2878940105438232,1.2845531702041626,0.0
18,0.8975363969802856,1.109631061553955,1.1190134286880493,1.1359524726867676,1.1374914646148682,0.9842706322669983,1.109631061553955,0.16908298432826996,0.772109866142273,0.20208582282066345,0.20179276168346405,1.3147406578063965,1.1190134286880493,0.772109866142273,0.0324070118367672,0.8076291084289551,0.8042275905609131,1.608672857284546,1.1359524726867676,0.20208582282066345,0.8076291084289551,0.0,0.014237945899367332,1.3900489807128906,1.1374914646148682,0.20179276168346405,0.8042275905609131,0.014237945899367332,0.0,1.396622896194458,0.9842706322669983,1.3147406578063965,1.608672857284546,1.3900489807128906,1.396622896194458,0.0
19,0.8867031335830688,1.1082608699798584,1.1296296119689941,1.1873679161071777,1.1900031566619873,0.9669457077980042,1.108260989189148,0.308885395526886,0.7936092615127563,0.36914122104644775,0.36969321966171265,1.2587695121765137,1.1296296119689941,0.7936092615127563,0.03605274856090546,0.8093658685684204,0.8053221702575684,1.6562082767486572,1.1873679161071777,0.36914122104644775,0.8093658685684204,0.0,0.014984113164246082,1.4550453424453735,1.1900031566619873,0.36969321966171265,0.8053221702575684,0.014984113164246082,0.0,1.4631049633026123,0.9669457077980042,1.2587695121765137,1.6562082767486572,1.4550453424453735,1.4631049633026123,0.0
20,0.9065768122673035,1.1439894437789917,1.1304888725280762,1.1636940240859985,1.1633163690567017,0.9613335132598877,1.1439894437789917,0.3489876985549927,0.48531314730644226,0.3753734230995178,0.37505361437797546,1.22435462474823,1.1304887533187866,0.48531317710876465,0.029359109699726105,0.799629807472229,0.8010570406913757,1.4020414352416992,1.1636940240859985,0.3753734230995178,0.799629807472229,0.0,0.010866043157875538,1.1384761333465576,1.1633163690567017,0.37505361437797546,0.8010570406913757,0.010866043157875538,0.0,1.1377227306365967,0.9613335132598877,1.22435462474823,1.4020414352416992,1.1384761333465576,1.1377227306365967,0.0
21,0.8898083567619324,1.1989729404449463,1.1662448644638062,1.1944726705551147,1.2027418613433838,0.9503287076950073,1.1989729404449463,0.07053592801094055,0.7612140774726868,0.08935409039258957,0.08323439955711365,1.5034257173538208,1.1662448644638062,0.7612140774726868,0.0193509291857481,0.8145374059677124,0.8050267100334167,1.694516658782959,1.1944726705551147,0.08935409039258957,0.8145374059677124,0.0,0.029155196622014046,1.471420407295227,1.2027418613433838,0.08323439955711365,0.8050267100334167,0.029155196622014046,0.0,1.4954209327697754,0.9503287076950073,1.5034257173538208,1.694516658782959,1.471420407295227,1.4954209327697754,0.0
22,0.894825279712677,1.1455316543579102,1.1674190759658813,1.214221477508545,1.2141621112823486,0.9595755338668823,1.1455316543579102,0.42357319593429565,0.48083364963531494,0.5324132442474365,0.53380286693573,1.4707119464874268,1.167419195175171,0.48083367943763733,0.016269832849502563,0.7813457250595093,0.7866216897964478,1.707551121711731,1.214221477508545,0.5324132442474365,0.7813457250595093,0.0,0.01626761443912983,1.5309853553771973,1.2141621112823486,0.53380286693573,0.7866216897964478,0.01626761443912983,0.0,1.529266595840454,0.9595755338668823,1.4707119464874268,1.707551121711731,1.5309853553771973,1.529266595840454,0.0
23,0.8918729424476624,1.2091164588928223,1.1892788410186768,1.2414865493774414,1.243320345878601,0.932993471622467,1.2091164588928223,0.30919021368026733,0.5228962898254395,0.3373644948005676,0.33731958270072937,1.5579348802566528,1.1892788410186768,0.5228962898254395,0.015661796554923058,0.8022907972335815,0.7956804037094116,1.7105064392089844,1.2414865493774414,0.3373644948005676,0.8022907972335815,0.0,0.01694674603641033,1.5136032104492188,1.243320345878601,0.33731958270072937,0.7956804037094116,0.01694674603641033,0.0,1.5222351551055908,0.932993471622467,1.5579348802566528,1.7105064392089844,1.5136032104492188,1.5222351551055908,0.0
24,0.906858503818512,1.1210570335388184,1.1950536966323853,1.2061394453048706,1.2077643871307373,0.9496704339981079,1.1210570335388184,0.3386504054069519,0.7579783201217651,0.425947904586792,0.4267035722732544,1.3130605220794678,1.1950535774230957,0.7579783797264099,0.016207506880164146,0.8072259426116943,0.8037948608398438,1.7214686870574951,1.2061394453048706,0.425947904586792,0.8072259426116943,0.0,0.013113310560584068,1.5216827392578125,1.2077643871307373,0.4267035722732544,0.8037948608398438,0.013113310560584068,0.0,1.5277692079544067,0.9496704339981079,1.3130605220794678,1.7214686870574951,1.5216827392578125,1.5277692079544067,0.0
25,0.8968052268028259,1.2159591913223267,1.19307279586792,1.2551239728927612,1.255993127822876,0.9402421116828918,1.215959072113037,0.21613232791423798,0.6365009546279907,0.255408376455307,0.2556588649749756,1.5283515453338623,1.1930729150772095,0.6365009546279907,0.019034920260310173,0.8066545724868774,0.8047874569892883,1.7250597476959229,1.2551239728927612,0.255408376455307,0.8066545724868774,0.0,0.012083482928574085,1.5355452299118042,1.255993127822876,0.2556588649749756,0.8047874569892883,0.012083482928574085,0.0,1.5390952825546265,0.9402421116828918,1.5283515453338623,1.7250597476959229,1.5355452299118042,1.5390952825546265,0.0
26,0.9160531163215637,1.1824074983596802,1.1723183393478394,1.2290173768997192,1.228235125541687,0.9796223044395447,1.1824074983596802,0.3469277024269104,0.514011025428772,0.4163496494293213,0.4188776910305023,1.5534809827804565,1.1723183393478394,0.5140109658241272,0.013251718133687973,0.7845230102539062,0.7969403266906738,1.7374637126922607,1.2290173768997192,0.4163496494293213,0.7845230102539062,0.0,0.01913164183497429,1.5613713264465332,1.228235125541687,0.4188776910305023,0.7969403266906738,0.01913164183497429,0.0,1.5539178848266602,0.9796223044395447,1.5534809827804565,1.7374637126922607,1.5613713264465332,1.5539178848266602,0.0
