Frame,X,Y,Probability
45372,144.0,142.0,0.87
45373,143.0,136.0,0.88
45374,142.0,128.0,0.87
45375,142.0,119.0,0.87
45376,144.0,110.0,0.88
45377,148.0,103.0,0.89
45378,153.0,96.0,0.89
45379,161.0,92.0,0.87
45380,169.0,84.0,0.78
45418,166.0,88.0,0.74
45419,161.0,94.0,0.87
45420,158.0,103.0,0.88
45421,154.0,109.0,0.88
45422,151.0,114.0,0.87
45423,150.0,120.0,0.88
45424,149.0,128.0,0.88
45425,148.0,136.0,0.88
45426,148.0,143.0,0.87
45427,149.0,149.0,0.89
45428,150.0,153.0,0.89
45429,151.0,156.0,0.88
45430,150.0,157.0,0.87
45431,149.0,156.0,0.89
45432,148.0,155.0,0.88
45433,148.0,154.0,0.88
45434,147.0,152.0,0.89
45435,144.0,149.0,0.88
45436,143.0,144.0,0.88
45437,141.0,139.0,0.89
45438,140.0,132.0,0.88
45439,140.0,124.0,0.88
45440,140.0,115.0,0.88
45441,144.0,107.0,0.88
45442,149.0,99.0,0.9
45443,156.0,94.0,0.86
45444,164.0,89.0,0.85
45478,165.0,92.0,0.83
45479,159.0,103.0,0.87
45480,155.0,114.0,0.88
45481,152.0,123.0,0.87
45482,151.0,133.0,0.88
45483,152.0,142.0,0.88
45484,153.0,149.0,0.89
45485,154.0,155.0,0.88
45486,154.0,159.0,0.87
45487,154.0,161.0,0.87
45488,154.0,163.0,0.88
45489,154.0,165.0,0.87
45490,153.0,165.0,0.87
45491,151.0,166.0,0.87
45492,151.0,165.0,0.87
45493,149.0,165.0,0.87
45494,148.0,165.0,0.87
45495,147.0,164.0,0.88
45496,147.0,163.0,0.87
45497,145.0,162.0,0.88
45498,143.0,160.0,0.88
45499,141.0,157.0,0.88
45500,139.0,152.0,0.88
45501,135.0,145.0,0.87
45502,134.0,138.0,0.87
45503,134.0,129.0,0.87
45504,136.0,121.0,0.85
45505,141.0,114.0,0.88
45506,145.0,106.0,0.89
45507,150.0,99.0,0.88
45508,157.0,94.0,0.87
45509,166.0,87.0,0.82
45536,164.0,95.0,0.83
45537,158.0,105.0,0.88
45538,152.0,115.0,0.87
45539,148.0,126.0,0.88
45540,147.0,137.0,0.88
45541,147.0,145.0,0.89
45542,149.0,153.0,0.89
45543,150.0,158.0,0.87
45544,151.0,162.0,0.87
45545,151.0,164.0,0.88
45546,151.0,166.0,0.88
45547,151.0,167.0,0.87
45548,151.0,167.0,0.88
45549,150.0,167.0,0.87
45550,149.0,166.0,0.87
45551,147.0,165.0,0.87
45552,146.0,163.0,0.87
45553,143.0,160.0,0.87
45554,141.0,156.0,0.87
45555,139.0,152.0,0.88
45556,138.0,147.0,0.87
45557,135.0,140.0,0.85
45558,134.0,133.0,0.86
45559,133.0,124.0,0.85
45560,137.0,115.0,0.87
45561,143.0,107.0,0.89
45562,150.0,100.0,0.89
45563,158.0,94.0,0.85
45564,166.0,84.0,0.77
45590,164.0,95.0,0.86
45591,159.0,103.0,0.88
45592,154.0,111.0,0.87
45593,151.0,120.0,0.88
45594,151.0,131.0,0.89
45595,151.0,140.0,0.88
45596,152.0,148.0,0.88
45597,153.0,155.0,0.88
45598,154.0,159.0,0.87
45599,154.0,162.0,0.88
45600,154.0,164.0,0.88
45601,153.0,164.0,0.87
45602,151.0,164.0,0.88
45603,151.0,163.0,0.87
45604,149.0,161.0,0.87
45605,147.0,158.0,0.88
45606,145.0,154.0,0.88
45607,143.0,149.0,0.88
45608,142.0,142.0,0.87
45609,139.0,134.0,0.87
45610,139.0,124.0,0.89
45611,141.0,114.0,0.88
45612,145.0,106.0,0.89
45613,150.0,99.0,0.89
45614,157.0,93.0,0.87
45615,164.0,86.0,0.79
47595,165.0,88.0,0.85
47596,163.0,91.0,0.87
47597,161.0,94.0,0.88
47598,159.0,97.0,0.89
47599,157.0,101.0,0.88
47600,155.0,105.0,0.88
47601,154.0,109.0,0.89
47602,153.0,113.0,0.89
47603,153.0,116.0,0.88
47604,153.0,118.0,0.87
47605,153.0,119.0,0.88
47606,154.0,118.0,0.86
47607,154.0,116.0,0.87
47608,154.0,113.0,0.88
47609,156.0,108.0,0.88
47610,159.0,101.0,0.87
47611,163.0,95.0,0.87
47612,167.0,89.0,0.84
47613,172.0,84.0,0.78
47636,168.0,86.0,0.73
47637,164.0,93.0,0.84
47638,161.0,98.0,0.87
47639,157.0,103.0,0.89
47640,153.0,107.0,0.9
47641,151.0,112.0,0.88
47642,150.0,120.0,0.88
47643,150.0,129.0,0.88
47644,151.0,136.0,0.88
47645,151.0,143.0,0.88
47646,152.0,148.0,0.88
47647,153.0,153.0,0.89
47648,154.0,156.0,0.88
47649,154.0,158.0,0.88
47650,154.0,159.0,0.88
47651,153.0,158.0,0.87
47652,151.0,157.0,0.87
47653,149.0,156.0,0.88
47654,147.0,156.0,0.88
47655,147.0,155.0,0.88
47656,145.0,155.0,0.89
47657,144.0,155.0,0.87
47658,143.0,156.0,0.88
47659,142.0,156.0,0.88
47660,142.0,157.0,0.87
47661,142.0,158.0,0.86
47662,142.0,159.0,0.87
47663,142.0,159.0,0.87
47664,141.0,158.0,0.86
47665,140.0,157.0,0.86
47666,138.0,155.0,0.87
47667,135.0,151.0,0.88
47668,134.0,146.0,0.87
47669,133.0,139.0,0.84
47670,132.0,132.0,0.86
47671,134.0,125.0,0.87
47672,139.0,119.0,0.87
47673,144.0,112.0,0.87
47674,147.0,106.0,0.89
47675,152.0,100.0,0.88
47676,159.0,93.0,0.87
47677,166.0,87.0,0.76
47697,161.0,94.0,0.83
47698,154.0,103.0,0.89
47699,149.0,112.0,0.89
47700,146.0,123.0,0.88
47701,145.0,133.0,0.88
47702,145.0,142.0,0.88
47703,146.0,149.0,0.88
47704,146.0,155.0,0.89
47705,147.0,159.0,0.88
47706,146.0,162.0,0.87
47707,146.0,164.0,0.88
47708,146.0,166.0,0.88
47709,145.0,167.0,0.88
47710,146.0,168.0,0.88
47711,147.0,168.0,0.87
47712,147.0,168.0,0.87
47713,147.0,168.0,0.87
47714,146.0,168.0,0.87
47715,145.0,168.0,0.88
47716,145.0,168.0,0.87
47717,144.0,167.0,0.86
47718,143.0,167.0,0.86
47719,143.0,166.0,0.87
47720,142.0,165.0,0.86
47721,141.0,163.0,0.87
47722,139.0,161.0,0.87
47723,137.0,158.0,0.88
47724,134.0,153.0,0.87
47725,132.0,147.0,0.86
47726,132.0,141.0,0.84
47727,132.0,132.0,0.84
47728,133.0,123.0,0.87
47729,138.0,116.0,0.87
47730,143.0,109.0,0.88
47731,149.0,104.0,0.89
47732,155.0,98.0,0.87
47733,161.0,93.0,0.85
47734,169.0,87.0,0.81
47766,164.0,91.0,0.78
47767,158.0,97.0,0.88
47768,154.0,105.0,0.9
47769,150.0,113.0,0.88
47770,148.0,122.0,0.88
47771,149.0,132.0,0.88
47772,149.0,141.0,0.88
47773,149.0,148.0,0.88
47774,149.0,154.0,0.88
47775,150.0,159.0,0.87
47776,150.0,161.0,0.87
47777,150.0,163.0,0.87
47778,150.0,163.0,0.87
47779,149.0,162.0,0.87
47780,147.0,161.0,0.86
47781,146.0,160.0,0.87
47782,144.0,158.0,0.87
47783,143.0,155.0,0.87
47784,141.0,152.0,0.86
47785,139.0,147.0,0.87
47786,138.0,142.0,0.86
47787,136.0,137.0,0.86
47788,134.0,131.0,0.87
47789,136.0,123.0,0.85
47790,138.0,116.0,0.87
47791,142.0,109.0,0.87
47792,147.0,103.0,0.88
47793,152.0,97.0,0.88
47794,159.0,92.0,0.85
47795,168.0,85.0,0.79
47831,165.0,90.0,0.73
47832,160.0,95.0,0.85
47833,157.0,102.0,0.88
47834,153.0,108.0,0.89
47835,151.0,115.0,0.88
47836,149.0,123.0,0.88
47837,149.0,131.0,0.89
47838,148.0,138.0,0.88
47839,147.0,144.0,0.88
47840,148.0,149.0,0.88
47841,147.0,152.0,0.88
47842,147.0,155.0,0.89
47843,148.0,158.0,0.88
47844,149.0,158.0,0.88
47845,147.0,157.0,0.89
47846,147.0,156.0,0.88
47847,147.0,155.0,0.88
47848,145.0,152.0,0.87
47849,144.0,150.0,0.87
47850,143.0,146.0,0.87
47851,142.0,142.0,0.87
47852,141.0,138.0,0.88
47853,139.0,132.0,0.88
47854,139.0,125.0,0.87
47855,139.0,116.0,0.87
47856,143.0,109.0,0.87
47857,147.0,103.0,0.89
47858,152.0,97.0,0.89
47859,159.0,92.0,0.87
47860,168.0,87.0,0.82
47895,166.0,90.0,0.7
47896,160.0,97.0,0.87
47897,157.0,106.0,0.88
47898,152.0,114.0,0.88
47899,150.0,122.0,0.87
47900,150.0,132.0,0.89
47901,151.0,141.0,0.88
47902,153.0,149.0,0.88
47903,155.0,156.0,0.88
47904,155.0,160.0,0.87
47905,155.0,163.0,0.88
47906,155.0,166.0,0.88
47907,154.0,167.0,0.87
47908,154.0,168.0,0.88
47909,155.0,169.0,0.87
47910,154.0,170.0,0.87
47911,154.0,171.0,0.88
47912,153.0,171.0,0.87
47913,152.0,171.0,0.86
47914,151.0,170.0,0.87
47915,149.0,169.0,0.87
47916,148.0,168.0,0.87
47917,147.0,167.0,0.87
47918,145.0,166.0,0.88
47919,144.0,165.0,0.87
47920,141.0,162.0,0.88
47921,141.0,159.0,0.86
47922,138.0,155.0,0.88
47923,135.0,149.0,0.88
47924,134.0,141.0,0.87
47925,133.0,132.0,0.86
47926,137.0,125.0,0.86
47927,141.0,120.0,0.88
47928,143.0,112.0,0.87
47929,147.0,106.0,0.9
47930,152.0,100.0,0.87
47931,158.0,95.0,0.87
47932,166.0,90.0,0.84
47956,166.0,94.0,0.81
47957,160.0,101.0,0.87
47958,154.0,110.0,0.88
47959,149.0,121.0,0.9
47960,148.0,133.0,0.88
47961,148.0,143.0,0.88
47962,150.0,151.0,0.88
47963,151.0,157.0,0.88
47964,151.0,160.0,0.88
47965,150.0,162.0,0.87
47966,149.0,164.0,0.87
47967,149.0,166.0,0.88
47968,149.0,167.0,0.87
47969,150.0,168.0,0.87
47970,149.0,168.0,0.87
47971,149.0,169.0,0.87
47972,149.0,169.0,0.87
47973,148.0,168.0,0.86
47974,147.0,168.0,0.88
47975,146.0,167.0,0.87
47976,145.0,167.0,0.87
47977,143.0,165.0,0.86
47978,142.0,163.0,0.86
47979,141.0,161.0,0.87
47980,139.0,159.0,0.86
47981,138.0,157.0,0.86
47982,135.0,154.0,0.87
47983,135.0,151.0,0.87
47984,133.0,146.0,0.87
47985,133.0,141.0,0.82
47986,133.0,134.0,0.84
47987,134.0,124.0,0.84
47988,138.0,115.0,0.87
47989,142.0,107.0,0.88
47990,148.0,100.0,0.88
47991,154.0,94.0,0.87
47992,164.0,89.0,0.83
48018,167.0,95.0,0.86
48019,162.0,103.0,0.88
48020,156.0,111.0,0.88
48021,151.0,122.0,0.88
48022,151.0,134.0,0.88
48023,151.0,143.0,0.87
48024,151.0,148.0,0.88
48025,153.0,154.0,0.88
48026,153.0,158.0,0.87
48027,153.0,161.0,0.87
48028,151.0,163.0,0.87
48029,151.0,164.0,0.88
48030,150.0,164.0,0.87
48031,150.0,164.0,0.87
48032,149.0,162.0,0.87
48033,147.0,160.0,0.86
48034,146.0,159.0,0.87
48035,143.0,155.0,0.87
48036,141.0,151.0,0.87
48037,139.0,146.0,0.88
48038,138.0,141.0,0.87
48039,136.0,133.0,0.86
48040,136.0,125.0,0.87
48041,137.0,115.0,0.87
48042,142.0,108.0,0.88
48043,148.0,101.0,0.89
48044,155.0,94.0,0.86
48045,165.0,88.0,0.84
48097,158.0,99.0,0.88
48098,154.0,108.0,0.88
48099,150.0,114.0,0.88
48100,149.0,121.0,0.88
48101,147.0,128.0,0.88
48102,147.0,135.0,0.87
48103,146.0,141.0,0.88
48104,147.0,148.0,0.89
48105,147.0,152.0,0.88
48106,147.0,155.0,0.89
48107,147.0,158.0,0.88
48108,148.0,158.0,0.87
48109,147.0,158.0,0.88
48110,146.0,157.0,0.88
48111,145.0,155.0,0.88
48112,143.0,152.0,0.88
48113,141.0,149.0,0.87
48114,141.0,145.0,0.88
48115,139.0,140.0,0.88
48116,137.0,133.0,0.87
48117,138.0,127.0,0.87
48118,139.0,118.0,0.86
48119,142.0,110.0,0.87
48120,146.0,105.0,0.89
48121,150.0,98.0,0.89
48122,157.0,95.0,0.88
48123,165.0,88.0,0.84
48324,166.0,93.0,0.85
48325,162.0,101.0,0.86
48326,157.0,108.0,0.88
48327,152.0,116.0,0.86
48328,152.0,128.0,0.87
48329,152.0,137.0,0.88
48330,153.0,145.0,0.89
48331,154.0,152.0,0.89
48332,154.0,158.0,0.87
48333,156.0,163.0,0.87
48334,155.0,165.0,0.88
48335,155.0,167.0,0.88
48336,155.0,168.0,0.88
48337,153.0,168.0,0.88
48338,153.0,168.0,0.88
48339,151.0,168.0,0.88
48340,151.0,168.0,0.87
48341,150.0,168.0,0.87
48342,150.0,169.0,0.87
48343,149.0,169.0,0.87
48344,149.0,169.0,0.87
48345,149.0,170.0,0.87
48346,148.0,169.0,0.86
48347,147.0,169.0,0.87
48348,145.0,167.0,0.87
48349,143.0,164.0,0.88
48350,141.0,159.0,0.87
48351,137.0,154.0,0.87
48352,136.0,147.0,0.88
48353,135.0,138.0,0.88
48354,135.0,129.0,0.87
48355,138.0,122.0,0.88
48356,141.0,114.0,0.87
48357,145.0,107.0,0.89
48358,150.0,101.0,0.89
48359,157.0,96.0,0.88
48360,165.0,90.0,0.84
48381,165.0,96.0,0.86
48382,158.0,105.0,0.89
48383,151.0,116.0,0.89
48384,149.0,130.0,0.9
48385,148.0,141.0,0.89
48386,149.0,151.0,0.89
48387,153.0,160.0,0.87
48388,153.0,165.0,0.87
48389,152.0,168.0,0.88
48390,152.0,171.0,0.87
48391,151.0,173.0,0.87
48392,151.0,174.0,0.88
48393,150.0,174.0,0.87
48394,150.0,174.0,0.87
48395,149.0,174.0,0.87
48396,149.0,175.0,0.88
48397,149.0,175.0,0.88
48398,149.0,175.0,0.87
48399,149.0,174.0,0.87
48400,149.0,174.0,0.87
48401,148.0,174.0,0.86
48402,148.0,173.0,0.87
48403,147.0,173.0,0.87
48404,147.0,172.0,0.87
48405,146.0,171.0,0.86
48406,145.0,169.0,0.87
48407,143.0,168.0,0.88
48408,141.0,166.0,0.87
48409,139.0,163.0,0.88
48410,138.0,161.0,0.87
48411,135.0,157.0,0.86
48412,134.0,153.0,0.87
48413,133.0,146.0,0.88
48414,133.0,139.0,0.83
48415,133.0,131.0,0.87
48416,135.0,122.0,0.86
48417,139.0,117.0,0.87
48418,143.0,111.0,0.88
48419,146.0,106.0,0.89
48420,151.0,102.0,0.89
48421,157.0,98.0,0.88
48422,163.0,94.0,0.86
48423,168.0,89.0,0.85
48448,167.0,95.0,0.84
48449,161.0,102.0,0.86
48450,155.0,112.0,0.88
48451,150.0,123.0,0.89
48452,149.0,135.0,0.9
48453,149.0,145.0,0.9
48454,150.0,153.0,0.89
48455,153.0,161.0,0.88
48456,156.0,167.0,0.87
48457,157.0,170.0,0.88
48458,156.0,172.0,0.88
48459,155.0,172.0,0.89
48460,153.0,172.0,0.87
48461,153.0,172.0,0.88
48462,153.0,173.0,0.87
48463,153.0,173.0,0.88
48464,152.0,172.0,0.87
48465,151.0,171.0,0.87
48466,149.0,170.0,0.87
48467,147.0,168.0,0.87
48468,145.0,166.0,0.88
48469,143.0,163.0,0.87
48470,141.0,158.0,0.86
48471,137.0,153.0,0.87
48472,135.0,146.0,0.87
48473,135.0,138.0,0.87
48474,135.0,129.0,0.87
48475,136.0,121.0,0.87
48476,140.0,113.0,0.86
48477,145.0,106.0,0.89
48478,150.0,99.0,0.9
48479,159.0,95.0,0.89
48480,167.0,87.0,0.86
48531,168.0,87.0,0.8
48532,166.0,90.0,0.83
48533,164.0,93.0,0.85
48534,162.0,96.0,0.88
48535,160.0,100.0,0.88
48536,159.0,104.0,0.88
48537,157.0,109.0,0.88
48538,155.0,114.0,0.89
48539,153.0,119.0,0.88
48540,152.0,124.0,0.88
48541,152.0,130.0,0.88
48542,151.0,132.0,0.88
48543,152.0,132.0,0.88
48544,151.0,131.0,0.88
48545,152.0,127.0,0.88
48546,151.0,120.0,0.88
48547,151.0,111.0,0.87
48548,155.0,104.0,0.87
48549,160.0,98.0,0.87
48550,165.0,93.0,0.85
48551,169.0,87.0,0.79
48552,173.0,83.0,0.7
48914,180.0,88.0,0.71
48915,179.0,92.0,0.82
48916,177.0,96.0,0.87
48917,175.0,100.0,0.87
48918,174.0,105.0,0.86
48919,173.0,108.0,0.87
48920,173.0,111.0,0.88
48921,172.0,116.0,0.84
48922,173.0,123.0,0.85
48923,174.0,131.0,0.84
48924,175.0,137.0,0.86
48925,177.0,142.0,0.85
48926,180.0,145.0,0.84
48927,182.0,148.0,0.85
48928,184.0,150.0,0.85
48929,185.0,152.0,0.85
48930,183.0,153.0,0.85
48931,182.0,153.0,0.84
48932,180.0,153.0,0.85
48933,177.0,152.0,0.87
48934,173.0,149.0,0.86
48935,170.0,145.0,0.88
48936,167.0,139.0,0.88
48937,164.0,132.0,0.88
48938,163.0,122.0,0.88
48939,163.0,111.0,0.87
48940,166.0,103.0,0.88
48941,171.0,97.0,0.86
48942,177.0,90.0,0.82
48975,176.0,92.0,0.8
48976,173.0,96.0,0.85
48977,172.0,102.0,0.88
48978,171.0,108.0,0.85
48979,170.0,115.0,0.86
48980,169.0,122.0,0.87
48981,170.0,130.0,0.87
48982,172.0,138.0,0.87
48983,175.0,144.0,0.86
48984,177.0,151.0,0.86
48985,178.0,155.0,0.85
48986,180.0,160.0,0.86
48987,183.0,164.0,0.86
48988,182.0,166.0,0.86
48989,181.0,167.0,0.87
48990,181.0,168.0,0.86
48991,178.0,169.0,0.86
48992,174.0,168.0,0.86
48993,171.0,167.0,0.87
48994,166.0,165.0,0.87
48995,163.0,163.0,0.88
48996,158.0,160.0,0.86
48997,153.0,156.0,0.86
48998,145.0,151.0,0.85
48999,147.0,146.0,0.87
49000,145.0,138.0,0.85
49001,144.0,130.0,0.85
49002,144.0,122.0,0.84
49003,147.0,114.0,0.84
49004,149.0,108.0,0.85
49005,153.0,101.0,0.82
49006,156.0,98.0,0.76
49007,164.0,91.0,0.84
49008,172.0,85.0,0.72
49029,168.0,92.0,0.8
49030,163.0,100.0,0.87
49031,157.0,108.0,0.9
49032,155.0,118.0,0.89
49033,153.0,130.0,0.9
49034,155.0,140.0,0.9
49035,157.0,148.0,0.88
49036,158.0,152.0,0.87
49037,158.0,153.0,0.87
49038,156.0,151.0,0.87
49039,153.0,149.0,0.87
49040,150.0,144.0,0.87
49041,147.0,136.0,0.89
49042,146.0,124.0,0.88
49043,149.0,112.0,0.88
49044,155.0,102.0,0.88
49045,162.0,93.0,0.86
49046,169.0,83.0,0.73
49065,165.0,92.0,0.83
49066,158.0,100.0,0.88
49067,153.0,110.0,0.89
49068,149.0,121.0,0.89
49069,148.0,132.0,0.88
49070,148.0,141.0,0.88
49071,150.0,149.0,0.88
49072,151.0,156.0,0.87
49073,152.0,160.0,0.87
49074,151.0,163.0,0.88
49075,152.0,165.0,0.86
49076,151.0,167.0,0.87
49077,151.0,168.0,0.88
49078,150.0,168.0,0.86
49079,149.0,167.0,0.86
49080,147.0,166.0,0.87
49081,145.0,165.0,0.86
49082,143.0,161.0,0.85
49083,140.0,157.0,0.85
49084,137.0,152.0,0.87
49085,136.0,145.0,0.83
49086,135.0,137.0,0.85
49087,135.0,128.0,0.86
49088,136.0,119.0,0.81
49089,140.0,112.0,0.81
49090,148.0,104.0,0.89
49091,157.0,96.0,0.87
49092,166.0,86.0,0.8
49113,167.0,92.0,0.84
49114,161.0,100.0,0.88
49115,156.0,109.0,0.88
49116,151.0,119.0,0.89
49117,150.0,130.0,0.89
49118,151.0,140.0,0.88
49119,151.0,148.0,0.89
49120,153.0,155.0,0.88
49121,155.0,159.0,0.87
49122,154.0,162.0,0.88
49123,153.0,163.0,0.89
49124,152.0,164.0,0.87
49125,151.0,162.0,0.87
49126,149.0,160.0,0.87
49127,146.0,157.0,0.87
49128,143.0,152.0,0.88
49129,139.0,146.0,0.88
49130,135.0,138.0,0.85
49131,135.0,130.0,0.85
49132,137.0,121.0,0.83
49133,141.0,113.0,0.88
49134,148.0,105.0,0.88
49135,155.0,97.0,0.87
49136,165.0,90.0,0.81
49155,167.0,93.0,0.84
49156,163.0,101.0,0.85
49157,157.0,108.0,0.88
49158,152.0,116.0,0.88
49159,149.0,128.0,0.89
49160,150.0,138.0,0.89
49161,150.0,146.0,0.88
49162,151.0,152.0,0.88
49163,151.0,157.0,0.87
49164,151.0,160.0,0.88
49165,151.0,162.0,0.88
49166,151.0,164.0,0.88
49167,151.0,165.0,0.87
49168,151.0,166.0,0.87
49169,150.0,166.0,0.86
49170,149.0,165.0,0.88
49171,148.0,163.0,0.87
49172,145.0,160.0,0.87
49173,143.0,157.0,0.87
49174,139.0,152.0,0.88
49175,135.0,144.0,0.86
49176,135.0,139.0,0.84
49177,135.0,133.0,0.85
49178,135.0,124.0,0.84
49179,141.0,116.0,0.85
49180,145.0,108.0,0.88
49181,152.0,100.0,0.88
49182,161.0,93.0,0.87
49183,171.0,85.0,0.74
49204,166.0,96.0,0.87
49205,161.0,105.0,0.89
49206,155.0,114.0,0.89
49207,153.0,126.0,0.88
49208,152.0,136.0,0.87
49209,150.0,143.0,0.87
49210,150.0,151.0,0.88
49211,153.0,158.0,0.87
49212,153.0,162.0,0.88
49213,152.0,164.0,0.87
49214,152.0,165.0,0.87
49215,151.0,166.0,0.87
49216,151.0,166.0,0.88
49217,150.0,165.0,0.87
49218,149.0,164.0,0.87
49219,148.0,162.0,0.87
49220,145.0,159.0,0.88
49221,143.0,155.0,0.88
49222,140.0,150.0,0.87
49223,138.0,145.0,0.87
49224,137.0,140.0,0.88
49225,137.0,134.0,0.87
49226,138.0,126.0,0.85
49227,140.0,118.0,0.86
49228,144.0,110.0,0.87
49229,150.0,102.0,0.9
49230,157.0,95.0,0.89
49231,167.0,88.0,0.86
49260,169.0,85.0,0.72
49261,166.0,92.0,0.87
49262,161.0,100.0,0.89
49263,157.0,109.0,0.88
49264,153.0,119.0,0.89
49265,153.0,129.0,0.89
49266,153.0,138.0,0.88
49267,152.0,145.0,0.88
49268,153.0,151.0,0.88
49269,154.0,155.0,0.87
49270,154.0,158.0,0.88
49271,154.0,160.0,0.87
49272,153.0,160.0,0.87
49273,152.0,160.0,0.87
49274,150.0,158.0,0.87
49275,150.0,156.0,0.87
49276,148.0,152.0,0.87
49277,145.0,146.0,0.88
49278,143.0,141.0,0.88
49279,143.0,135.0,0.87
49280,142.0,126.0,0.86
49281,142.0,116.0,0.87
49282,146.0,108.0,0.88
49283,151.0,100.0,0.89
49284,160.0,94.0,0.87
49285,167.0,84.0,0.72
49391,164.0,87.0,0.7
49613,176.0,90.0,0.74
49614,176.0,95.0,0.85
49615,173.0,99.0,0.87
49616,171.0,104.0,0.88
49617,171.0,109.0,0.87
49618,170.0,113.0,0.87
49619,169.0,114.0,0.88
49620,169.0,118.0,0.85
49621,169.0,123.0,0.83
49622,169.0,131.0,0.86
49623,169.0,137.0,0.85
49624,169.0,143.0,0.87
49625,171.0,147.0,0.87
49626,172.0,150.0,0.86
49627,171.0,152.0,0.86
49628,169.0,152.0,0.88
49629,167.0,152.0,0.88
49630,165.0,150.0,0.88
49631,163.0,147.0,0.87
49632,159.0,144.0,0.87
49633,157.0,139.0,0.88
49634,154.0,132.0,0.88
49635,153.0,124.0,0.87
49636,152.0,114.0,0.88
49637,154.0,107.0,0.9
49638,159.0,101.0,0.89
49639,164.0,96.0,0.87
49640,169.0,90.0,0.87
49767,165.0,86.0,0.76
49768,164.0,87.0,0.79
49769,163.0,86.0,0.77
49770,164.0,87.0,0.77
49771,164.0,86.0,0.79
49772,164.0,85.0,0.77
49773,165.0,83.0,0.79
50416,165.0,86.0,0.84
50417,162.0,92.0,0.84
50418,160.0,97.0,0.87
50419,158.0,104.0,0.87
50420,157.0,109.0,0.87
50421,154.0,113.0,0.87
50422,153.0,117.0,0.87
50423,152.0,123.0,0.87
50424,152.0,129.0,0.88
50425,151.0,132.0,0.89
50426,151.0,136.0,0.88
50427,151.0,138.0,0.87
50428,151.0,138.0,0.88
50429,150.0,138.0,0.88
50430,150.0,137.0,0.87
50431,150.0,137.0,0.86
50432,150.0,136.0,0.87
50433,150.0,134.0,0.86
50434,149.0,130.0,0.87
50435,149.0,125.0,0.88
50436,148.0,119.0,0.88
50437,148.0,112.0,0.88
50438,150.0,105.0,0.89
50439,153.0,98.0,0.9
50440,159.0,94.0,0.88
50441,166.0,88.0,0.87
50473,165.0,88.0,0.8
50474,159.0,95.0,0.88
50475,155.0,103.0,0.89
50476,151.0,110.0,0.88
50477,149.0,119.0,0.88
50478,148.0,128.0,0.88
50479,149.0,136.0,0.87
50480,147.0,141.0,0.88
50481,147.0,147.0,0.88
50482,148.0,152.0,0.88
50483,147.0,155.0,0.9
50484,147.0,157.0,0.89
50485,147.0,159.0,0.88
50486,146.0,159.0,0.88
50487,146.0,160.0,0.88
50488,145.0,160.0,0.88
50489,144.0,160.0,0.87
50490,143.0,159.0,0.88
50491,142.0,159.0,0.88
50492,142.0,159.0,0.87
50493,141.0,159.0,0.87
50494,141.0,159.0,0.87
50495,141.0,159.0,0.87
50496,141.0,159.0,0.86
50497,141.0,159.0,0.86
50498,140.0,159.0,0.86
50499,139.0,159.0,0.85
50500,137.0,156.0,0.88
50501,135.0,151.0,0.88
50502,133.0,143.0,0.87
50503,133.0,135.0,0.85
50504,133.0,126.0,0.86
50505,138.0,119.0,0.86
50506,143.0,112.0,0.89
50507,148.0,106.0,0.89
50508,153.0,100.0,0.88
50509,160.0,93.0,0.85
50510,168.0,87.0,0.79
50531,162.0,92.0,0.79
50532,155.0,100.0,0.88
50533,149.0,108.0,0.89
50534,144.0,117.0,0.87
50535,143.0,129.0,0.87
50536,143.0,138.0,0.87
50537,145.0,146.0,0.89
50538,146.0,152.0,0.88
50539,146.0,157.0,0.88
50540,147.0,160.0,0.88
50541,147.0,163.0,0.86
50542,147.0,164.0,0.88
50543,147.0,166.0,0.87
50544,147.0,166.0,0.88
50545,145.0,166.0,0.88
50546,145.0,166.0,0.88
50547,144.0,166.0,0.86
50548,143.0,165.0,0.86
50549,143.0,165.0,0.87
50550,142.0,164.0,0.86
50551,142.0,164.0,0.86
50552,141.0,163.0,0.86
50553,141.0,162.0,0.86
50554,139.0,160.0,0.87
50555,137.0,158.0,0.87
50556,135.0,155.0,0.87
50557,133.0,150.0,0.87
50558,133.0,143.0,0.85
50559,133.0,134.0,0.82
50560,133.0,124.0,0.86
50561,137.0,115.0,0.88
50562,142.0,108.0,0.88
50563,149.0,101.0,0.89
50564,156.0,95.0,0.86
50565,165.0,87.0,0.8
50586,165.0,89.0,0.79
50587,158.0,97.0,0.86
50588,152.0,107.0,0.89
50589,147.0,118.0,0.88
50590,145.0,130.0,0.89
50591,144.0,140.0,0.88
50592,146.0,149.0,0.88
50593,147.0,156.0,0.89
50594,147.0,159.0,0.88
50595,146.0,161.0,0.87
50596,145.0,163.0,0.88
50597,144.0,164.0,0.88
50598,144.0,165.0,0.87
50599,144.0,165.0,0.87
50600,143.0,164.0,0.88
50601,143.0,163.0,0.86
50602,142.0,162.0,0.86
50603,141.0,161.0,0.87
50604,141.0,160.0,0.87
50605,139.0,159.0,0.86
50606,138.0,157.0,0.87
50607,137.0,156.0,0.87
50608,137.0,154.0,0.86
50609,135.0,152.0,0.87
50610,135.0,150.0,0.87
50611,133.0,146.0,0.87
50612,133.0,141.0,0.86
50613,133.0,133.0,0.85
50614,133.0,123.0,0.85
50615,136.0,114.0,0.86
50616,142.0,107.0,0.89
50617,148.0,98.0,0.89
50618,157.0,92.0,0.87
50619,165.0,84.0,0.82
