Frame,X,Y,Probability
122349,139.0,153.0,0.84
122350,138.0,150.0,0.83
122351,139.0,148.0,0.85
122352,137.0,144.0,0.84
122353,138.0,141.0,0.86
122354,138.0,137.0,0.86
122355,137.0,132.0,0.86
122356,138.0,128.0,0.84
122357,140.0,119.0,0.8
122358,141.0,111.0,0.77
122359,149.0,101.0,0.88
122360,159.0,95.0,0.81
122361,167.0,88.0,0.72
122379,167.0,95.0,0.85
122380,163.0,101.0,0.88
122381,160.0,112.0,0.88
122382,156.0,122.0,0.89
122383,154.0,132.0,0.9
122384,155.0,141.0,0.9
122385,157.0,146.0,0.89
122386,158.0,150.0,0.88
122387,158.0,152.0,0.87
122388,158.0,152.0,0.87
122389,156.0,150.0,0.86
122390,154.0,148.0,0.88
122391,151.0,144.0,0.87
122392,148.0,139.0,0.88
122393,147.0,130.0,0.88
122394,146.0,117.0,0.88
122395,150.0,105.0,0.89
122396,158.0,97.0,0.88
122397,165.0,87.0,0.78
122418,163.0,97.0,0.85
122419,157.0,105.0,0.89
122420,151.0,114.0,0.88
122421,150.0,127.0,0.88
122422,150.0,137.0,0.88
122423,149.0,144.0,0.88
122424,150.0,150.0,0.88
122425,151.0,154.0,0.88
122426,151.0,158.0,0.88
122427,151.0,160.0,0.87
122428,151.0,162.0,0.86
122429,149.0,162.0,0.86
122430,148.0,160.0,0.85
122431,145.0,158.0,0.86
122432,142.0,154.0,0.85
122433,138.0,149.0,0.83
122434,136.0,145.0,0.82
122435,136.0,140.0,0.79
122436,138.0,137.0,0.83
122437,138.0,129.0,0.85
122438,139.0,121.0,0.81
122439,140.0,112.0,0.82
122440,147.0,104.0,0.9
122441,155.0,96.0,0.87
122442,165.0,88.0,0.79
122464,169.0,94.0,0.83
122465,163.0,101.0,0.87
122466,159.0,109.0,0.89
122467,154.0,118.0,0.89
122468,152.0,128.0,0.89
122469,153.0,138.0,0.89
122470,155.0,146.0,0.89
122471,155.0,150.0,0.87
122472,156.0,153.0,0.87
122473,157.0,154.0,0.88
122474,156.0,154.0,0.87
122475,155.0,152.0,0.88
122476,153.0,150.0,0.88
122477,150.0,146.0,0.88
122478,149.0,141.0,0.87
122479,147.0,134.0,0.88
122480,145.0,125.0,0.89
122481,146.0,115.0,0.88
122482,149.0,106.0,0.89
122483,156.0,98.0,0.89
122484,165.0,91.0,0.87
122506,170.0,91.0,0.8
122507,165.0,97.0,0.88
122508,161.0,106.0,0.88
122509,156.0,114.0,0.86
122510,152.0,124.0,0.88
122511,152.0,135.0,0.88
122512,153.0,144.0,0.89
122513,155.0,149.0,0.88
122514,156.0,154.0,0.87
122515,156.0,156.0,0.87
122516,157.0,159.0,0.87
122517,157.0,160.0,0.88
122518,155.0,159.0,0.88
122519,153.0,158.0,0.88
122520,151.0,154.0,0.88
122521,148.0,149.0,0.87
122522,145.0,144.0,0.88
122523,143.0,137.0,0.87
122524,143.0,131.0,0.87
122525,143.0,123.0,0.88
122526,144.0,114.0,0.88
122527,148.0,107.0,0.89
122528,154.0,99.0,0.89
122529,164.0,93.0,0.88
122530,172.0,83.0,0.78
122554,169.0,88.0,0.8
122555,165.0,96.0,0.87
122556,159.0,103.0,0.88
122557,154.0,112.0,0.88
122558,150.0,121.0,0.89
122559,149.0,131.0,0.89
122560,150.0,142.0,0.88
122561,151.0,148.0,0.89
122562,153.0,153.0,0.88
122563,153.0,156.0,0.88
122564,154.0,158.0,0.87
122565,154.0,159.0,0.88
122566,153.0,159.0,0.87
122567,152.0,158.0,0.87
122568,151.0,155.0,0.87
122569,148.0,151.0,0.87
122570,145.0,146.0,0.88
122571,143.0,140.0,0.88
122572,141.0,133.0,0.87
122573,141.0,124.0,0.88
122574,141.0,115.0,0.88
122575,146.0,107.0,0.89
122576,153.0,99.0,0.9
122577,163.0,94.0,0.88
122578,171.0,84.0,0.73
122602,166.0,91.0,0.8
122603,160.0,98.0,0.86
122604,154.0,107.0,0.88
122605,149.0,115.0,0.89
122606,147.0,124.0,0.89
122607,147.0,132.0,0.89
122608,147.0,138.0,0.9
122609,147.0,140.0,0.88
122610,148.0,145.0,0.87
122611,149.0,148.0,0.88
122612,149.0,150.0,0.87
122613,149.0,151.0,0.88
122614,148.0,150.0,0.87
122615,147.0,149.0,0.87
122616,147.0,146.0,0.88
122617,145.0,142.0,0.88
122618,144.0,137.0,0.87
122619,143.0,131.0,0.88
122620,142.0,124.0,0.89
122621,143.0,116.0,0.89
122622,146.0,107.0,0.89
122623,151.0,99.0,0.9
122624,159.0,93.0,0.87
122625,168.0,87.0,0.8
122649,164.0,89.0,0.75
122650,158.0,95.0,0.86
122651,153.0,103.0,0.87
122652,149.0,112.0,0.88
122653,147.0,122.0,0.88
122654,146.0,131.0,0.89
122655,146.0,138.0,0.9
122656,146.0,144.0,0.88
122657,147.0,150.0,0.88
122658,147.0,155.0,0.89
122659,148.0,158.0,0.87
122660,148.0,159.0,0.87
122661,147.0,159.0,0.87
122662,147.0,158.0,0.87
122663,146.0,157.0,0.88
122664,145.0,154.0,0.88
122665,143.0,151.0,0.88
122666,141.0,146.0,0.87
122667,139.0,141.0,0.86
122668,137.0,135.0,0.86
122669,137.0,130.0,0.88
122670,136.0,122.0,0.85
122671,139.0,114.0,0.86
122672,142.0,106.0,0.88
122673,148.0,100.0,0.89
122674,155.0,94.0,0.86
122675,163.0,86.0,0.81
122701,162.0,94.0,0.83
122702,157.0,102.0,0.88
122703,152.0,111.0,0.88
122704,149.0,121.0,0.89
122705,148.0,131.0,0.89
122706,148.0,139.0,0.88
122707,150.0,147.0,0.88
122708,153.0,153.0,0.89
122709,154.0,157.0,0.87
122710,153.0,158.0,0.88
122711,153.0,158.0,0.88
122712,151.0,157.0,0.87
122713,150.0,155.0,0.87
122714,149.0,152.0,0.87
122715,146.0,148.0,0.88
122716,143.0,142.0,0.88
122717,142.0,135.0,0.88
122718,141.0,126.0,0.88
122719,141.0,115.0,0.89
122720,145.0,106.0,0.88
122721,151.0,98.0,0.89
122722,159.0,93.0,0.87
122723,166.0,84.0,0.77
122754,166.0,85.0,0.71
122820,166.0,81.0,0.72
124245,166.0,87.0,0.73
124246,165.0,91.0,0.86
124247,162.0,97.0,0.87
124248,160.0,101.0,0.87
124249,158.0,105.0,0.89
124250,155.0,110.0,0.89
124251,153.0,115.0,0.88
124252,152.0,121.0,0.88
124253,152.0,126.0,0.87
124254,152.0,129.0,0.87
124255,151.0,130.0,0.88
124256,151.0,132.0,0.88
124257,150.0,133.0,0.88
124258,150.0,133.0,0.87
124259,150.0,134.0,0.86
124260,149.0,133.0,0.87
124261,149.0,133.0,0.87
124262,149.0,132.0,0.87
124263,148.0,130.0,0.87
124264,147.0,127.0,0.87
124265,147.0,123.0,0.88
124266,146.0,116.0,0.88
124267,146.0,108.0,0.89
124268,149.0,101.0,0.89
124269,154.0,95.0,0.87
124270,161.0,91.0,0.86
124271,169.0,85.0,0.74
124291,159.0,93.0,0.85
124292,153.0,101.0,0.88
124293,149.0,110.0,0.89
124294,147.0,122.0,0.89
124295,148.0,133.0,0.87
124296,149.0,141.0,0.88
124297,149.0,148.0,0.9
124298,149.0,153.0,0.88
124299,147.0,157.0,0.88
124300,148.0,161.0,0.88
124301,148.0,162.0,0.87
124302,148.0,164.0,0.87
124303,147.0,164.0,0.88
124304,146.0,164.0,0.88
124305,145.0,164.0,0.87
124306,144.0,163.0,0.87
124307,143.0,162.0,0.88
124308,142.0,161.0,0.86
124309,141.0,160.0,0.87
124310,139.0,159.0,0.87
124311,137.0,157.0,0.87
124312,135.0,155.0,0.86
124313,134.0,153.0,0.87
124314,133.0,149.0,0.87
124315,134.0,145.0,0.85
124316,133.0,138.0,0.84
124317,133.0,130.0,0.87
124318,135.0,121.0,0.84
124319,141.0,114.0,0.88
124320,146.0,107.0,0.89
124321,151.0,99.0,0.87
124322,159.0,91.0,0.85
124342,160.0,91.0,0.85
124343,155.0,101.0,0.89
124344,149.0,111.0,0.89
124345,145.0,122.0,0.89
124346,145.0,133.0,0.88
124347,145.0,142.0,0.88
124348,146.0,149.0,0.88
124349,146.0,154.0,0.88
124350,145.0,157.0,0.87
124351,145.0,159.0,0.87
124352,145.0,160.0,0.87
124353,145.0,161.0,0.87
124354,143.0,160.0,0.88
124355,143.0,159.0,0.86
124356,141.0,158.0,0.86
124357,139.0,157.0,0.85
124358,139.0,156.0,0.87
124359,137.0,155.0,0.87
124360,136.0,154.0,0.86
124361,135.0,152.0,0.86
124362,135.0,150.0,0.87
124363,134.0,145.0,0.85
124364,133.0,139.0,0.82
124365,133.0,131.0,0.84
124366,134.0,120.0,0.82
124367,138.0,111.0,0.87
124368,145.0,103.0,0.89
124369,152.0,96.0,0.87
124370,161.0,88.0,0.84
124391,157.0,93.0,0.88
124392,150.0,101.0,0.88
124393,145.0,109.0,0.89
124394,143.0,120.0,0.88
124395,143.0,129.0,0.88
124396,143.0,136.0,0.88
124397,142.0,142.0,0.88
124398,143.0,149.0,0.88
124399,143.0,152.0,0.87
124400,143.0,155.0,0.88
124401,143.0,156.0,0.87
124402,142.0,155.0,0.85
124403,140.0,153.0,0.85
124404,138.0,152.0,0.86
124405,137.0,150.0,0.87
124406,135.0,148.0,0.86
124407,135.0,146.0,0.86
124408,134.0,144.0,0.85
124409,134.0,140.0,0.82
124410,133.0,135.0,0.82
124411,134.0,129.0,0.84
124412,133.0,119.0,0.85
124413,135.0,110.0,0.87
124414,142.0,104.0,0.87
124415,149.0,96.0,0.89
124416,157.0,91.0,0.87
124417,165.0,82.0,0.78
124437,161.0,91.0,0.83
124438,154.0,100.0,0.88
124439,148.0,108.0,0.89
124440,146.0,120.0,0.89
124441,146.0,130.0,0.9
124442,145.0,138.0,0.89
124443,145.0,145.0,0.87
124444,145.0,150.0,0.88
124445,145.0,153.0,0.88
124446,145.0,155.0,0.88
124447,144.0,156.0,0.87
124448,143.0,156.0,0.87
124449,142.0,154.0,0.86
124450,140.0,153.0,0.85
124451,139.0,151.0,0.86
124452,139.0,150.0,0.85
124453,137.0,149.0,0.86
124454,137.0,147.0,0.85
124455,137.0,145.0,0.85
124456,136.0,143.0,0.83
124457,135.0,138.0,0.85
124458,135.0,133.0,0.85
124459,134.0,124.0,0.84
124460,135.0,114.0,0.85
124461,141.0,108.0,0.88
124462,147.0,100.0,0.89
124463,155.0,94.0,0.87
124464,164.0,87.0,0.82
124486,166.0,91.0,0.83
124487,161.0,99.0,0.88
124488,155.0,108.0,0.89
124489,149.0,117.0,0.89
124490,147.0,129.0,0.87
124491,148.0,138.0,0.88
124492,147.0,145.0,0.89
124493,148.0,150.0,0.88
124494,149.0,154.0,0.89
124495,149.0,156.0,0.87
124496,148.0,157.0,0.86
124497,147.0,157.0,0.87
124498,147.0,157.0,0.87
124499,145.0,155.0,0.88
124500,145.0,153.0,0.87
124501,141.0,149.0,0.87
124502,137.0,144.0,0.87
124503,135.0,141.0,0.86
124504,134.0,137.0,0.85
124505,134.0,131.0,0.85
124506,134.0,124.0,0.85
124507,135.0,115.0,0.86
124508,140.0,109.0,0.88
124509,146.0,100.0,0.9
124510,153.0,93.0,0.89
124511,163.0,87.0,0.81
124532,158.0,94.0,0.87
124533,151.0,103.0,0.89
124534,147.0,115.0,0.88
124535,146.0,126.0,0.89
124536,147.0,137.0,0.88
124537,147.0,144.0,0.88
124538,148.0,149.0,0.88
124539,147.0,153.0,0.87
124540,147.0,157.0,0.88
124541,147.0,159.0,0.87
124542,146.0,160.0,0.87
124543,145.0,160.0,0.87
124544,143.0,159.0,0.86
124545,142.0,157.0,0.85
124546,140.0,155.0,0.86
124547,140.0,154.0,0.85
124548,138.0,152.0,0.86
124549,137.0,150.0,0.87
124550,137.0,149.0,0.86
124551,137.0,147.0,0.86
124552,136.0,145.0,0.85
124553,135.0,142.0,0.86
124554,134.0,137.0,0.84
124555,133.0,130.0,0.85
124556,133.0,121.0,0.85
124557,136.0,112.0,0.87
124558,142.0,104.0,0.88
124559,149.0,98.0,0.89
124560,157.0,91.0,0.84
124561,165.0,82.0,0.79
124581,165.0,88.0,0.77
124582,159.0,96.0,0.87
124583,153.0,105.0,0.89
124584,148.0,116.0,0.89
124585,147.0,128.0,0.89
124586,147.0,138.0,0.89
124587,147.0,146.0,0.89
124588,148.0,152.0,0.88
124589,148.0,156.0,0.88
124590,148.0,158.0,0.86
124591,147.0,159.0,0.87
124592,147.0,160.0,0.87
124593,146.0,159.0,0.87
124594,143.0,157.0,0.87
124595,142.0,155.0,0.86
124596,140.0,152.0,0.86
124597,139.0,150.0,0.86
124598,138.0,147.0,0.87
124599,137.0,145.0,0.86
124600,136.0,141.0,0.85
124601,135.0,136.0,0.85
124602,135.0,132.0,0.86
124603,134.0,123.0,0.85
124604,135.0,114.0,0.87
124605,138.0,107.0,0.88
124606,145.0,100.0,0.9
124607,152.0,95.0,0.88
124608,161.0,89.0,0.85
124653,166.0,87.0,0.71
124692,166.0,87.0,0.79
124693,165.0,88.0,0.86
124694,164.0,88.0,0.85
124695,164.0,88.0,0.86
124696,164.0,88.0,0.85
124697,164.0,88.0,0.86
124698,165.0,87.0,0.84
124699,165.0,86.0,0.82
124700,167.0,83.0,0.74
126008,165.0,87.0,0.84
126009,162.0,92.0,0.86
126010,159.0,98.0,0.88
126011,157.0,104.0,0.88
126012,155.0,109.0,0.86
126013,153.0,115.0,0.88
126014,153.0,121.0,0.87
126015,153.0,127.0,0.86
126016,152.0,131.0,0.85
126017,150.0,133.0,0.85
126018,150.0,135.0,0.83
126019,146.0,139.0,0.8
126020,146.0,137.0,0.86
126021,145.0,136.0,0.85
126022,144.0,135.0,0.82
126023,144.0,133.0,0.83
126024,144.0,130.0,0.82
126025,144.0,126.0,0.82
126026,144.0,120.0,0.82
126027,146.0,113.0,0.82
126028,147.0,108.0,0.84
126029,150.0,101.0,0.85
126030,154.0,97.0,0.75
126031,163.0,91.0,0.82
126053,163.0,95.0,0.85
126054,158.0,101.0,0.88
126055,154.0,108.0,0.9
126056,152.0,116.0,0.89
126057,154.0,126.0,0.9
126058,155.0,133.0,0.89
126059,156.0,138.0,0.88
126060,156.0,140.0,0.87
126061,155.0,140.0,0.88
126062,155.0,139.0,0.88
126063,154.0,137.0,0.87
126064,151.0,132.0,0.87
126065,147.0,121.0,0.88
126066,149.0,110.0,0.88
126067,153.0,99.0,0.89
126068,161.0,91.0,0.85
126088,164.0,89.0,0.8
126089,159.0,96.0,0.88
126090,153.0,104.0,0.88
126091,150.0,114.0,0.88
126092,148.0,125.0,0.88
126093,149.0,135.0,0.89
126094,150.0,143.0,0.88
126095,150.0,148.0,0.89
126096,150.0,151.0,0.88
126097,149.0,152.0,0.89
126098,147.0,151.0,0.87
126099,146.0,150.0,0.88
126100,145.0,147.0,0.87
126101,143.0,143.0,0.86
126102,140.0,138.0,0.85
126103,140.0,132.0,0.83
126104,139.0,124.0,0.82
126105,141.0,116.0,0.79
126106,144.0,107.0,0.75
126107,149.0,99.0,0.9
126108,158.0,91.0,0.86
126109,167.0,81.0,0.78
126129,167.0,86.0,0.8
126130,163.0,92.0,0.86
126131,157.0,99.0,0.89
126132,152.0,107.0,0.89
126133,149.0,117.0,0.89
126134,148.0,127.0,0.88
126135,150.0,137.0,0.89
126136,152.0,145.0,0.88
126137,153.0,150.0,0.89
126138,152.0,152.0,0.88
126139,151.0,152.0,0.88
126140,150.0,151.0,0.87
126141,149.0,149.0,0.87
126142,147.0,147.0,0.88
126143,143.0,142.0,0.88
126144,141.0,136.0,0.88
126145,139.0,128.0,0.86
126146,139.0,118.0,0.86
126147,143.0,109.0,0.88
126148,149.0,100.0,0.89
126149,157.0,94.0,0.88
126150,165.0,84.0,0.78
126172,163.0,89.0,0.81
126173,157.0,95.0,0.9
126174,151.0,103.0,0.89
126175,147.0,112.0,0.9
126176,145.0,122.0,0.89
126177,146.0,131.0,0.89
126178,147.0,138.0,0.89
126179,146.0,143.0,0.88
126180,147.0,148.0,0.88
126181,147.0,151.0,0.88
126182,147.0,153.0,0.87
126183,147.0,153.0,0.87
126184,146.0,152.0,0.87
126185,146.0,151.0,0.87
126186,144.0,149.0,0.87
126187,142.0,145.0,0.86
126188,138.0,141.0,0.86
126189,137.0,138.0,0.87
126190,137.0,134.0,0.85
126191,137.0,130.0,0.86
126192,137.0,124.0,0.84
126193,137.0,116.0,0.83
126194,139.0,109.0,0.85
126195,145.0,102.0,0.88
126196,153.0,95.0,0.89
126197,162.0,89.0,0.83
126219,170.0,85.0,0.71
126220,165.0,89.0,0.86
126221,161.0,96.0,0.88
126222,156.0,104.0,0.89
126223,152.0,113.0,0.88
126224,150.0,124.0,0.89
126225,151.0,135.0,0.89
126226,153.0,144.0,0.89
126227,154.0,150.0,0.89
126228,155.0,155.0,0.89
126229,155.0,158.0,0.88
126230,154.0,159.0,0.88
126231,153.0,159.0,0.88
126232,151.0,157.0,0.87
126233,149.0,154.0,0.87
126234,147.0,151.0,0.88
126235,144.0,145.0,0.87
126236,143.0,139.0,0.86
126237,141.0,134.0,0.87
126238,141.0,125.0,0.88
126239,141.0,115.0,0.87
126240,145.0,107.0,0.89
126241,151.0,98.0,0.89
126242,160.0,93.0,0.87
126243,168.0,84.0,0.81
126265,162.0,89.0,0.84
126266,156.0,96.0,0.87
126267,150.0,104.0,0.9
126268,147.0,114.0,0.89
126269,146.0,124.0,0.89
126270,147.0,133.0,0.87
126271,147.0,140.0,0.88
126272,147.0,146.0,0.89
126273,147.0,151.0,0.86
126274,148.0,155.0,0.86
126275,147.0,157.0,0.86
126276,147.0,159.0,0.85
126277,147.0,159.0,0.87
126278,145.0,158.0,0.88
126279,144.0,156.0,0.87
126280,143.0,154.0,0.87
126281,139.0,150.0,0.87
126282,136.0,146.0,0.84
126283,135.0,144.0,0.85
126284,135.0,141.0,0.85
126285,134.0,137.0,0.85
126286,134.0,130.0,0.86
126287,133.0,121.0,0.83
126288,136.0,113.0,0.83
126289,142.0,105.0,0.88
126290,149.0,98.0,0.89
126291,157.0,92.0,0.86
126292,165.0,82.0,0.78
126313,166.0,87.0,0.82
126314,160.0,95.0,0.88
126315,155.0,104.0,0.89
126316,149.0,115.0,0.88
126317,148.0,127.0,0.88
126318,150.0,138.0,0.88
126319,151.0,146.0,0.89
126320,153.0,152.0,0.88
126321,154.0,156.0,0.87
126322,153.0,158.0,0.87
126323,153.0,160.0,0.88
126324,151.0,160.0,0.87
126325,149.0,158.0,0.87
126326,148.0,157.0,0.86
126327,146.0,153.0,0.87
126328,142.0,149.0,0.87
126329,139.0,144.0,0.87
126330,136.0,136.0,0.87
126331,136.0,129.0,0.85
126332,136.0,121.0,0.86
126333,138.0,114.0,0.87
126334,144.0,105.0,0.88
126335,150.0,97.0,0.89
126336,160.0,91.0,0.87
126337,168.0,81.0,0.77
126358,163.0,90.0,0.84
126359,157.0,98.0,0.88
126360,152.0,107.0,0.89
126361,149.0,117.0,0.9
126362,149.0,128.0,0.9
126363,150.0,136.0,0.89
126364,152.0,143.0,0.87
126365,154.0,148.0,0.88
126366,154.0,152.0,0.87
126367,153.0,154.0,0.88
126368,153.0,155.0,0.87
126369,151.0,155.0,0.87
126370,150.0,154.0,0.87
126371,149.0,152.0,0.88
126372,147.0,149.0,0.87
126373,145.0,145.0,0.88
126374,143.0,140.0,0.88
126375,141.0,133.0,0.87
126376,140.0,127.0,0.86
126377,140.0,118.0,0.87
126378,142.0,108.0,0.88
126379,148.0,101.0,0.88
126380,154.0,93.0,0.88
126381,164.0,88.0,0.86
126409,166.0,87.0,0.83
126410,161.0,93.0,0.87
126411,156.0,100.0,0.88
126412,151.0,108.0,0.89
126413,149.0,118.0,0.89
126414,149.0,128.0,0.89
126415,150.0,136.0,0.89
126416,151.0,143.0,0.88
126417,152.0,149.0,0.88
126418,153.0,153.0,0.88
126419,152.0,156.0,0.88
126420,153.0,158.0,0.87
126421,151.0,158.0,0.88
126422,149.0,157.0,0.88
126423,148.0,156.0,0.87
126424,148.0,154.0,0.87
126425,146.0,151.0,0.87
126426,143.0,146.0,0.88
126427,142.0,141.0,0.87
126428,141.0,136.0,0.88
126429,140.0,128.0,0.88
126430,139.0,119.0,0.88
126431,141.0,110.0,0.88
126432,147.0,102.0,0.89
126433,152.0,94.0,0.88
126434,162.0,89.0,0.85
126435,170.0,81.0,0.72
126460,160.0,91.0,0.81
126461,157.0,102.0,0.88
126462,151.0,111.0,0.88
126463,147.0,122.0,0.88
126464,147.0,132.0,0.86
126465,147.0,142.0,0.88
126466,149.0,151.0,0.88
126467,151.0,157.0,0.87
126468,151.0,160.0,0.88
126469,150.0,162.0,0.87
126470,149.0,164.0,0.87
126471,149.0,164.0,0.86
126472,148.0,164.0,0.87
126473,147.0,164.0,0.88
126474,147.0,163.0,0.87
126475,145.0,162.0,0.86
126476,143.0,161.0,0.87
126477,143.0,159.0,0.87
126478,141.0,158.0,0.87
126479,139.0,155.0,0.88
126480,137.0,152.0,0.88
126481,135.0,147.0,0.88
126482,133.0,142.0,0.86
126483,133.0,136.0,0.83
126484,133.0,130.0,0.84
126485,133.0,120.0,0.85
126486,137.0,113.0,0.87
126487,141.0,105.0,0.89
126488,148.0,99.0,0.88
126489,155.0,93.0,0.88
126490,164.0,86.0,0.79
126512,161.0,92.0,0.79
126513,156.0,101.0,0.88
126514,150.0,110.0,0.88
126515,147.0,123.0,0.88
126516,147.0,133.0,0.88
126517,149.0,143.0,0.88
126518,151.0,149.0,0.89
126519,152.0,153.0,0.87
126520,152.0,157.0,0.86
126521,152.0,160.0,0.87
126522,151.0,162.0,0.88
126523,150.0,162.0,0.87
126524,149.0,162.0,0.88
126525,149.0,161.0,0.87
126526,147.0,159.0,0.88
126527,145.0,157.0,0.88
126528,143.0,153.0,0.87
126529,143.0,149.0,0.88
126530,141.0,143.0,0.87
126531,139.0,137.0,0.87
126532,138.0,131.0,0.88
126533,138.0,123.0,0.87
126534,138.0,114.0,0.88
126535,141.0,105.0,0.89
126536,148.0,98.0,0.88
126537,155.0,92.0,0.87
126538,163.0,86.0,0.83
126567,161.0,88.0,0.82
126568,156.0,95.0,0.88
126569,153.0,104.0,0.88
126570,150.0,111.0,0.88
126571,148.0,119.0,0.88
126572,149.0,129.0,0.88
126573,149.0,136.0,0.88
126574,149.0,142.0,0.87
126575,150.0,148.0,0.88
126576,150.0,151.0,0.88
126577,150.0,153.0,0.87
126578,149.0,153.0,0.88
126579,148.0,152.0,0.87
126580,147.0,150.0,0.87
126581,147.0,149.0,0.87
126582,145.0,145.0,0.87
126583,143.0,142.0,0.87
126584,143.0,137.0,0.87
126585,141.0,131.0,0.88
126586,141.0,124.0,0.89
126587,141.0,115.0,0.88
126588,142.0,105.0,0.88
126589,147.0,99.0,0.89
126590,152.0,93.0,0.88
126591,160.0,88.0,0.86
127952,165.0,85.0,0.82
127953,164.0,86.0,0.84
127954,163.0,87.0,0.85
127955,162.0,88.0,0.86
127956,161.0,90.0,0.87
127957,159.0,91.0,0.87
127958,159.0,91.0,0.87
127959,159.0,91.0,0.86
127960,159.0,90.0,0.85
127961,159.0,90.0,0.85
127962,159.0,90.0,0.86
127963,159.0,90.0,0.86
127964,159.0,91.0,0.87
127965,158.0,91.0,0.87
127966,156.0,92.0,0.88
127967,155.0,94.0,0.89
127968,154.0,95.0,0.88
127969,153.0,95.0,0.88
127970,154.0,95.0,0.88
127971,155.0,94.0,0.89
127972,157.0,92.0,0.88
127973,159.0,90.0,0.86
127974,161.0,88.0,0.84
127975,166.0,87.0,0.83
127976,167.0,83.0,0.81
128002,162.0,89.0,0.85
128003,158.0,95.0,0.88
128004,155.0,101.0,0.88
128005,152.0,106.0,0.89
128006,151.0,112.0,0.88
128007,151.0,119.0,0.87
128008,151.0,126.0,0.88
128009,151.0,131.0,0.89
128010,150.0,137.0,0.88
128011,148.0,140.0,0.88
128012,147.0,143.0,0.88
128013,147.0,146.0,0.89
128014,147.0,146.0,0.89
128015,146.0,145.0,0.88
128016,145.0,144.0,0.88
128017,144.0,143.0,0.87
128018,143.0,142.0,0.88
128019,143.0,140.0,0.87
128020,141.0,138.0,0.88
128021,140.0,136.0,0.86
128022,138.0,134.0,0.88
128023,136.0,132.0,0.87
128024,135.0,130.0,0.86
128025,134.0,125.0,0.85
128026,135.0,121.0,0.86
128027,136.0,115.0,0.87
128028,139.0,110.0,0.87
128029,143.0,104.0,0.89
128030,147.0,98.0,0.89
128031,153.0,94.0,0.89
128032,160.0,88.0,0.86
128053,157.0,93.0,0.85
128054,151.0,102.0,0.89
128055,147.0,112.0,0.89
128056,144.0,123.0,0.89
128057,145.0,135.0,0.89
128058,146.0,143.0,0.88
128059,146.0,149.0,0.88
128060,145.0,154.0,0.89
128061,145.0,157.0,0.88
128062,145.0,160.0,0.88
128063,145.0,161.0,0.88
128064,145.0,162.0,0.88
128065,145.0,163.0,0.88
128066,144.0,163.0,0.86
128067,143.0,162.0,0.87
128068,142.0,162.0,0.87
128069,142.0,162.0,0.86
128070,142.0,162.0,0.86
128071,141.0,162.0,0.88
128072,141.0,162.0,0.87
128073,140.0,161.0,0.86
128074,140.0,161.0,0.87
128075,139.0,160.0,0.88
128076,137.0,158.0,0.87
128077,135.0,154.0,0.88
128078,133.0,148.0,0.88
128079,133.0,140.0,0.85
128080,133.0,131.0,0.87
128081,136.0,121.0,0.84
128082,141.0,114.0,0.87
128083,146.0,107.0,0.89
128084,151.0,100.0,0.88
128085,158.0,95.0,0.88
128086,166.0,88.0,0.84
128105,165.0,87.0,0.76
128106,159.0,95.0,0.88
128107,153.0,106.0,0.89
128108,148.0,117.0,0.89
128109,146.0,131.0,0.89
128110,147.0,142.0,0.89
128111,149.0,151.0,0.89
128112,149.0,157.0,0.88
128113,149.0,161.0,0.88
128114,149.0,163.0,0.88
128115,149.0,165.0,0.87
128116,147.0,165.0,0.87
128117,147.0,165.0,0.88
128118,146.0,165.0,0.87
128119,145.0,165.0,0.87
128120,144.0,164.0,0.86
128121,142.0,162.0,0.86
128122,141.0,161.0,0.87
128123,140.0,160.0,0.87
128124,139.0,159.0,0.87
128125,139.0,159.0,0.86
128126,138.0,158.0,0.86
128127,137.0,156.0,0.87
128128,135.0,154.0,0.85
128129,134.0,152.0,0.87
128130,133.0,147.0,0.86
128131,132.0,140.0,0.81
128132,133.0,131.0,0.82
128133,133.0,121.0,0.84
128134,137.0,112.0,0.87
128135,144.0,105.0,0.88
128136,150.0,98.0,0.89
128137,158.0,91.0,0.85
128138,167.0,83.0,0.75
128158,162.0,90.0,0.76
128159,156.0,99.0,0.88
128160,150.0,108.0,0.89
128161,146.0,120.0,0.88
128162,145.0,131.0,0.89
128163,145.0,140.0,0.89
128164,147.0,147.0,0.88
128165,147.0,152.0,0.88
128166,146.0,155.0,0.87
128167,146.0,157.0,0.88
128168,145.0,158.0,0.87
128169,144.0,158.0,0.87
128170,143.0,157.0,0.87
128171,142.0,155.0,0.86
128172,141.0,153.0,0.86
128173,139.0,151.0,0.86
128174,139.0,150.0,0.86
128175,138.0,147.0,0.86
128176,137.0,145.0,0.86
128177,137.0,143.0,0.85
128178,135.0,139.0,0.84
128179,135.0,134.0,0.86
128180,135.0,126.0,0.85
128181,135.0,115.0,0.87
128182,140.0,108.0,0.88
128183,146.0,99.0,0.89
128184,153.0,93.0,0.89
128185,162.0,85.0,0.78
128208,158.0,95.0,0.88
128209,152.0,103.0,0.88
128210,147.0,112.0,0.87
128211,145.0,121.0,0.88
128212,144.0,129.0,0.87
128213,143.0,136.0,0.88
128214,143.0,142.0,0.88
128215,144.0,147.0,0.87
128216,145.0,151.0,0.88
128217,145.0,154.0,0.88
128218,145.0,156.0,0.87
128219,143.0,155.0,0.86
128220,143.0,153.0,0.86
128221,143.0,152.0,0.87
128222,141.0,150.0,0.87
128223,139.0,148.0,0.87
128224,139.0,146.0,0.87
