Time,Data
64723,0.0004287635
64724,0.000358978
64725,0.0003323678
64726,0.0003455949
64727,0.000332961
64728,0.0003518812
64729,0.0004113047
64730,0.0003562216
64731,0.0003343377
64732,0.0003759507
64733,0.0003753653
64734,0.0004649286
64735,0.0004520073
64736,0.0004125094
64737,0.000377135
64738,0.0003518812
64739,0.0003840424
64740,0.000383686
64741,0.0003480863
64742,0.000369301
64743,0.0003751747
64744,0.0004031276
64745,0.0004275006
64746,0.0004551814
64747,0.0004229699
64748,0.00043195
64749,0.0004263275
64750,0.0003530499
64751,0.000333729
64752,0.0003418125
64753,0.0003267149
64754,0.0004118821
64755,0.0004222099
64756,0.000412296
64757,0.0004436189
64758,0.0005108191
64759,0.0004875941
64760,0.0003870325
64761,0.0003306541
64762,0.000302628
64763,0.0003418757
64764,0.0003472443
64765,0.00037826
64766,0.0003149794
64767,0.0003428948
64768,0.0004128216
64769,0.0004819112
64770,0.0004304334
64771,0.0004573945
64772,0.0004048315
64773,0.0003833151
64774,0.0003793911
64775,0.0003606691
64776,0.0003383342
64777,0.000335758
64778,0.0003341585
64779,0.0003371357
64780,0.0003036576
64781,0.0003144717
64782,0.0003837729
64783,0.0004191117
64784,0.0004348893
64785,0.0004455427
64786,0.000479641
64787,0.000423028
64788,0.0003560629
64789,0.0003501484
64790,0.0003296511
64791,0.0002966097
64792,0.0003111859
64793,0.0003805441
64794,0.0004296319
64795,0.0004719592
64796,0.0004846161
64797,0.0004481997
64798,0.0004578336
64799,0.0003802951
64800,0.0003786675
64801,0.0003420148
64802,0.0002996136
64803,0.0003358682
64804,0.0003367336
64805,0.0003364625
64806,0.0003673241
64807,0.0004295303
64808,0.000459792
64809,0.0004694194
64810,0.0004686113
64811,0.0004153837
64812,0.0003899888
64813,0.0003159907
64814,0.0003259501
64815,0.0002996136
64816,0.0003112443
64817,0.0003182763
64818,0.0003216294
64819,0.0004541721
64820,0.000460218
64821,0.0004402893
64822,0.0004245402
64823,0.0003900403
64824,0.0004093068
64825,0.0003859012
64826,0.0003870291
64827,0.0003326983
64828,0.0003201259
64829,0.0003233399
64830,0.0003259917
64831,0.0003156833
64832,0.0003053719
64833,0.0003410241
64834,0.0003766196
64835,0.0004242464
64836,0.0004163177
64837,0.0004025749
64838,0.0003939808
64839,0.0003496245
64840,0.0003135287
64841,0.0003327372
64842,0.0003266636
64843,0.0002766417
64844,0.0002848606
64845,0.0002754257
64846,0.0003554305
64847,0.0004248231
64848,0.0003965312
64849,0.0004580767
64850,0.0003926262
64851,0.0003797251
64852,0.0003767895
64853,0.0003562312
64854,0.0003174031
64855,0.0003174369
64856,0.0003167274
64857,0.000309623
64858,0.0003118253
64859,0.0003714085
64860,0.0004127437
64861,0.0004612132
64862,0.0003973193
64863,0.0003348609
64864,0.0003665041
64865,0.0003163923
64866,0.0003474213
64867,0.0003095772
64868,0.0003313035
64869,0.0003474213
64870,0.0003426588
64871,0.0003629974
64872,0.0003668903
64873,0.0004136194
64874,0.0004270487
64875,0.0003702283
64876,0.000372631
64877,0.0003739742
64878,0.0003153306
64879,0.0003126384
64880,0.0003225206
64881,0.0003287751
64882,0.0003148231
64883,0.0002982391
64884,0.0002808252
64885,0.0003097079
64886,0.0003501453
64887,0.0003506028
64888,0.0004243754
64889,0.0004596129
64890,0.0004063013
64891,0.0003152348
64892,0.0003501691
64893,0.000356608
64894,0.0003260114
64895,0.000305885
64896,0.0002794632
64897,0.0003517311
64898,0.0004205295
64899,0.0004370117
64900,0.0004161205
64901,0.0004246202
64902,0.0003661141
64903,0.0004099073
64904,0.0003193634
64905,0.0002892377
64906,0.0003027429
64907,0.0002994106
64908,0.000293529
64909,0.000320647
64910,0.0004063433
64911,0.0004243361
64912,0.0004266782
64913,0.0004075819
64914,0.0003953291
64915,0.0003203556
64916,0.0003010548
64917,0.0002826323
64918,0.0003204015
64919,0.0003292433
64920,0.0004214444
64921,0.0004569373
64922,0.0004340042
64923,0.000450041
64924,0.0004041921
64925,0.0003271853
64926,0.0003309766
64927,0.0002946372
64928,0.0003167062
64929,0.0003233809
64930,0.0003275662
64931,0.0002942714
64932,0.0003265688
64933,0.0003382425
64934,0.0003324492
64935,0.0003786847
64936,0.000410346
64937,0.0004138158
64938,0.0003825318
64939,0.0003623027
64940,0.0003740743
64941,0.0003731693
64942,0.0003578171
64943,0.0003745194
64944,0.0003211892
64945,0.0003227664
64946,0.0003167136
64947,0.0002978078
64948,0.0003305154
64949,0.0003891323
64950,0.0004232045
64951,0.0004328022
64952,0.0004490051
64953,0.0004147531
64954,0.0004213878
64955,0.0004141649
64956,0.0003755491
64957,0.0003449507
64958,0.0003308035
64959,0.0003163212
64960,0.0003308035
64961,0.0003921684
64962,0.0004430765
64963,0.0004213364
64964,0.0004296657
64965,0.0004319758
64966,0.0004208102
64967,0.00044055
64968,0.0003989862
64969,0.000331956
64970,0.0003281571
64971,0.0003538791
64972,0.0004139556
64973,0.0004760546
64974,0.000457226
64975,0.0004840158
64976,0.0004579443
64977,0.0004470691
64978,0.0003912862
64979,0.0003592578
64980,0.0003253239
64981,0.0003369329
64982,0.0003818163
64983,0.0004131194
64984,0.0003963718
64985,0.0004442171
64986,0.0004640702
64987,0.0004250368
64988,0.0003923519
64989,0.0003531127
64990,0.0003474715
64991,0.0003476108
64992,0.0003016975
64993,0.0002704335
64994,0.0003813689
64995,0.0004081024
64996,0.0004453141
64997,0.0004192097
64998,0.0004215798
64999,0.0003888789
65000,0.0003540977
65001,0.0003905683
65002,0.0003469884
65003,0.0003567524
65004,0.000366783
65005,0.000366989
65006,0.0003105777
65007,0.0003113193
65008,0.0003715898
65009,0.0004583776
65010,0.0004419821
65011,0.0004438362
65012,0.0003974363
65013,0.0003390413
65014,0.0003210128
65015,0.0003332149
65016,0.0003060946
65017,0.000307786
65018,0.0002629822
65019,0.0002815351
65020,0.0003808824
65021,0.0004159496
65022,0.0004324827
65023,0.0004333156
65024,0.0004083511
65025,0.000316886
65026,0.0003508208
65027,0.0003248981
65028,0.0002830037
65029,0.0003050065
65030,0.0003204887
65031,0.000306184
65032,0.0003474281
65033,0.0003650802
65034,0.0003924995
65035,0.0004531294
65036,0.0004241666
65037,0.0003907888
65038,0.0003441412
65039,0.000349394
65040,0.0002835553
65041,0.0003241612
65042,0.000312534
65043,0.000284049
65044,0.0002807336
65045,0.0003146795
65046,0.0003209607
65047,0.0003601021
65048,0.0004496574
65049,0.0004008401
65050,0.0003820392
65051,0.000364118
65052,0.0003643315
65053,0.0003459672
65054,0.0003092252
65055,0.0003188506
65056,0.0003111444
65057,0.0003671056
65058,0.0003886176
65059,0.000472481
65060,0.0004084742
65061,0.0003522599
65062,0.0003565838
65063,0.0003487894
65064,0.0003338016
65065,0.0003242336
65066,0.0003111371
65067,0.0002816442
65068,0.0003508023
65069,0.0004417653
65070,0.0004413886
65071,0.0004483174
65072,0.0003912481
65073,0.000345754
65074,0.0003322805
65075,0.0003553804
65076,0.0003379553
65077,0.0002796878
65078,0.0003116142
65079,0.0003258665
65080,0.0003695754
65081,0.0004411079
65082,0.0004658511
65083,0.0004222745
65084,0.0003980911
65085,0.000323324
65086,0.0002996522
65087,0.0003138381
65088,0.0002910245
65089,0.0003174984
65090,0.0004184599
65091,0.0004770108
65092,0.0004430095
65093,0.0004162411
65094,0.0004043005
65095,0.0003675766
65096,0.0003437297
65097,0.0003255304
65098,0.000334337
65099,0.0003548427
65100,0.0003305103
65101,0.0003813751
65102,0.0003819
65103,0.0004184073
65104,0.0004459892
65105,0.0004432236
65106,0.0004002017
65107,0.0003474641
65108,0.0003271641
65109,0.0003185672
65110,0.000361346
65111,0.0004149172
65112,0.0004256182
65113,0.0004451287
65114,0.0004289362
65115,0.0004306816
65116,0.0004112688
65117,0.0003809908
65118,0.0003536204
65119,0.0003592011
65120,0.0003220571
65121,0.0003400246
65122,0.0003797105
65123,0.0004091877
65124,0.000462824
65125,0.0005045929
65126,0.0004445558
65127,0.0003918044
65128,0.0003858896
65129,0.0003565686
65130,0.0003796641
65131,0.0003657712
65132,0.0003712052
65133,0.0004271971
65134,0.0004178827
65135,0.0004916281
65136,0.0004437905
65137,0.0003994317
65138,0.0004013916
65139,0.0003845412
65140,0.0003669205
65141,0.0003788034
65142,0.0003508354
65143,0.0003273763
65144,0.0003247671
65145,0.0004029315
65146,0.000463861
65147,0.0004518384
65148,0.0004527538
65149,0.0003891776
65150,0.0004172214
65151,0.0003768693
65152,0.0003922298
65153,0.0003408677
65154,0.0003464593
65155,0.0003437037
65156,0.0003480387
65157,0.0004121957
65158,0.0004304547
