Frame,Whisker_Count,Filter_Type
42703,6,More_Than_5
42704,6,More_Than_5
42705,6,More_Than_5
42709,7,More_Than_5
42710,6,More_Than_5
42711,7,More_Than_5
42712,6,More_Than_5
42713,7,More_Than_5
42714,7,More_Than_5
42715,7,More_Than_5
42716,6,More_Than_5
42717,6,More_Than_5
42718,6,More_Than_5
42719,8,More_Than_5
42723,6,More_Than_5
42724,6,More_Than_5
42726,6,More_Than_5
42729,6,More_Than_5
42730,7,More_Than_5
42731,7,More_Than_5
42732,6,More_Than_5
42733,6,More_Than_5
42734,7,More_Than_5
42735,6,More_Than_5
42737,6,More_Than_5
42738,7,More_Than_5
42739,6,More_Than_5
42740,7,More_Than_5
42741,7,More_Than_5
42742,6,More_Than_5
42743,7,More_Than_5
42744,6,More_Than_5
42745,6,More_Than_5
42746,7,More_Than_5
42747,6,More_Than_5
42748,6,More_Than_5
42749,6,More_Than_5
42750,6,More_Than_5
42751,7,More_Than_5
42752,6,More_Than_5
42753,6,More_Than_5
42754,7,More_Than_5
42755,7,More_Than_5
42756,7,More_Than_5
42757,7,More_Than_5
42758,7,More_Than_5
42759,6,More_Than_5
42760,7,More_Than_5
42761,6,More_Than_5
42762,6,More_Than_5
42763,6,More_Than_5
42764,6,More_Than_5
42769,6,More_Than_5
42771,6,More_Than_5
42773,6,More_Than_5
42775,6,More_Than_5
42776,6,More_Than_5
42777,6,More_Than_5
42778,6,More_Than_5
42779,6,More_Than_5
42785,6,More_Than_5
42787,6,More_Than_5
42789,6,More_Than_5
42791,6,More_Than_5
42793,6,More_Than_5
42794,6,More_Than_5
42795,6,More_Than_5
42798,6,More_Than_5
42800,6,More_Than_5
42802,6,More_Than_5
42803,6,More_Than_5
42804,6,More_Than_5
42805,6,More_Than_5
42806,7,More_Than_5
42807,6,More_Than_5
42808,6,More_Than_5
42809,6,More_Than_5
42811,6,More_Than_5
42812,6,More_Than_5
42813,7,More_Than_5
42814,6,More_Than_5
42816,6,More_Than_5
42817,7,More_Than_5
42819,6,More_Than_5
42820,6,More_Than_5
42821,6,More_Than_5
42822,6,More_Than_5
42823,6,More_Than_5
42824,7,More_Than_5
42825,6,More_Than_5
42826,6,More_Than_5
42827,6,More_Than_5
42828,7,More_Than_5
42829,6,More_Than_5
42830,7,More_Than_5
42831,7,More_Than_5
42832,6,More_Than_5
42833,6,More_Than_5
42834,6,More_Than_5
42835,6,More_Than_5
42836,7,More_Than_5
42839,6,More_Than_5
42840,6,More_Than_5
42842,6,More_Than_5
42844,6,More_Than_5
42845,6,More_Than_5
42846,6,More_Than_5
42847,6,More_Than_5
42848,6,More_Than_5
42851,6,More_Than_5
42852,6,More_Than_5
42853,6,More_Than_5
42854,6,More_Than_5
42855,6,More_Than_5
42858,6,More_Than_5
42859,6,More_Than_5
42860,6,More_Than_5
42861,6,More_Than_5
42862,6,More_Than_5
42863,6,More_Than_5
42866,6,More_Than_5
42867,6,More_Than_5
42871,6,More_Than_5
42873,6,More_Than_5
42874,6,More_Than_5
42875,6,More_Than_5
42876,6,More_Than_5
42877,6,More_Than_5
42881,6,More_Than_5
42882,6,More_Than_5
42884,6,More_Than_5
42885,6,More_Than_5
42886,6,More_Than_5
42887,6,More_Than_5
42888,6,More_Than_5
42889,6,More_Than_5
42890,6,More_Than_5
42894,6,More_Than_5
42895,6,More_Than_5
42896,6,More_Than_5
42897,7,More_Than_5
42898,7,More_Than_5
42899,7,More_Than_5
42900,6,More_Than_5
42901,6,More_Than_5
42902,6,More_Than_5
42903,6,More_Than_5
42904,6,More_Than_5
42905,6,More_Than_5
42906,6,More_Than_5
42907,6,More_Than_5
42908,6,More_Than_5
42909,6,More_Than_5
42910,6,More_Than_5
42911,7,More_Than_5
42912,7,More_Than_5
42913,7,More_Than_5
42914,6,More_Than_5
42915,6,More_Than_5
42916,6,More_Than_5
42917,8,More_Than_5
42920,6,More_Than_5
42923,7,More_Than_5
42930,7,More_Than_5
42931,7,More_Than_5
42932,6,More_Than_5
42933,6,More_Than_5
42934,6,More_Than_5
42935,6,More_Than_5
42937,6,More_Than_5
42938,6,More_Than_5
42940,6,More_Than_5
42941,6,More_Than_5
42943,6,More_Than_5
42944,7,More_Than_5
42945,6,More_Than_5
42946,6,More_Than_5
42947,6,More_Than_5
42948,7,More_Than_5
42950,6,More_Than_5
42951,6,More_Than_5
42952,6,More_Than_5
42954,6,More_Than_5
42957,7,More_Than_5
42958,7,More_Than_5
42959,6,More_Than_5
42960,6,More_Than_5
42965,6,More_Than_5
42967,6,More_Than_5
42974,6,More_Than_5
42975,7,More_Than_5
42976,7,More_Than_5
42977,7,More_Than_5
42978,6,More_Than_5
42979,6,More_Than_5
42980,7,More_Than_5
42981,6,More_Than_5
42982,6,More_Than_5
42983,7,More_Than_5
42984,7,More_Than_5
42985,7,More_Than_5
42986,6,More_Than_5
42987,6,More_Than_5
42988,7,More_Than_5
42990,6,More_Than_5
42991,6,More_Than_5
42992,6,More_Than_5
42993,6,More_Than_5
42994,7,More_Than_5
42995,6,More_Than_5
42996,6,More_Than_5
42997,6,More_Than_5
42998,7,More_Than_5
42999,7,More_Than_5
43000,6,More_Than_5
43001,6,More_Than_5
43002,6,More_Than_5
43003,6,More_Than_5
43004,8,More_Than_5
43005,6,More_Than_5
43006,6,More_Than_5
43007,6,More_Than_5
43008,7,More_Than_5
43009,6,More_Than_5
43010,6,More_Than_5
43012,6,More_Than_5
43014,6,More_Than_5
43015,6,More_Than_5
43016,6,More_Than_5
43017,6,More_Than_5
43018,7,More_Than_5
43019,7,More_Than_5
43021,6,More_Than_5
43022,6,More_Than_5
43024,6,More_Than_5
43025,6,More_Than_5
43035,6,More_Than_5
43039,7,More_Than_5
43040,7,More_Than_5
43041,6,More_Than_5
43042,6,More_Than_5
43043,6,More_Than_5
43044,6,More_Than_5
43046,6,More_Than_5
43047,6,More_Than_5
43048,6,More_Than_5
43049,6,More_Than_5
43050,6,More_Than_5
43053,6,More_Than_5
43054,6,More_Than_5
43057,6,More_Than_5
43058,7,More_Than_5
43059,6,More_Than_5
43062,6,More_Than_5
43063,6,More_Than_5
43066,6,More_Than_5
43067,6,More_Than_5
43068,6,More_Than_5
43069,6,More_Than_5
43075,6,More_Than_5
43076,6,More_Than_5
43078,6,More_Than_5
43080,6,More_Than_5
43084,6,More_Than_5
43085,7,More_Than_5
43086,6,More_Than_5
43087,6,More_Than_5
43088,6,More_Than_5
43089,6,More_Than_5
43092,6,More_Than_5
43093,6,More_Than_5
43094,6,More_Than_5
43095,6,More_Than_5
43098,6,More_Than_5
43099,6,More_Than_5
43100,6,More_Than_5
43103,6,More_Than_5
43104,6,More_Than_5
43105,6,More_Than_5
43106,7,More_Than_5
43107,6,More_Than_5
43108,6,More_Than_5
43111,6,More_Than_5
43112,6,More_Than_5
43114,6,More_Than_5
43117,6,More_Than_5
43118,7,More_Than_5
43119,7,More_Than_5
43120,6,More_Than_5
43124,7,More_Than_5
43127,7,More_Than_5
43129,6,More_Than_5
43130,6,More_Than_5
43131,6,More_Than_5
43132,6,More_Than_5
43133,6,More_Than_5
43134,6,More_Than_5
43135,6,More_Than_5
43136,6,More_Than_5
43137,6,More_Than_5
43139,6,More_Than_5
43141,6,More_Than_5
43142,6,More_Than_5
43143,6,More_Than_5
43144,6,More_Than_5
43145,6,More_Than_5
43146,7,More_Than_5
43147,6,More_Than_5
43149,6,More_Than_5
43151,6,More_Than_5
43153,6,More_Than_5
43154,6,More_Than_5
43155,6,More_Than_5
43156,6,More_Than_5
43159,6,More_Than_5
43160,7,More_Than_5
43161,6,More_Than_5
43162,6,More_Than_5
43164,6,More_Than_5
43168,6,More_Than_5
43171,7,More_Than_5
43172,6,More_Than_5
43173,6,More_Than_5
43174,6,More_Than_5
43176,6,More_Than_5
43177,6,More_Than_5
43178,7,More_Than_5
43182,6,More_Than_5
43184,6,More_Than_5
43186,6,More_Than_5
43193,6,More_Than_5
43194,6,More_Than_5
43195,6,More_Than_5
43196,6,More_Than_5
43202,6,More_Than_5
43207,6,More_Than_5
43210,6,More_Than_5
43211,6,More_Than_5
43214,6,More_Than_5
43217,6,More_Than_5
43219,6,More_Than_5
43220,6,More_Than_5
43221,6,More_Than_5
43222,6,More_Than_5
43223,7,More_Than_5
43224,7,More_Than_5
43225,7,More_Than_5
43226,7,More_Than_5
43227,7,More_Than_5
43228,7,More_Than_5
43229,6,More_Than_5
43230,7,More_Than_5
43231,7,More_Than_5
43232,6,More_Than_5
43233,7,More_Than_5
43234,7,More_Than_5
43235,7,More_Than_5
43236,7,More_Than_5
43237,7,More_Than_5
43238,6,More_Than_5
43239,6,More_Than_5
43240,6,More_Than_5
43241,7,More_Than_5
43242,6,More_Than_5
43243,6,More_Than_5
43244,7,More_Than_5
43245,8,More_Than_5
43246,6,More_Than_5
43247,6,More_Than_5
43248,6,More_Than_5
43249,7,More_Than_5
43250,7,More_Than_5
43251,6,More_Than_5
43252,7,More_Than_5
43253,7,More_Than_5
43254,7,More_Than_5
43255,7,More_Than_5
43256,6,More_Than_5
43257,6,More_Than_5
43258,6,More_Than_5
43259,7,More_Than_5
43260,7,More_Than_5
43261,7,More_Than_5
43262,7,More_Than_5
43263,7,More_Than_5
43264,7,More_Than_5
43265,6,More_Than_5
43266,7,More_Than_5
43267,7,More_Than_5
43268,7,More_Than_5
43269,7,More_Than_5
43270,6,More_Than_5
43271,6,More_Than_5
43272,7,More_Than_5
43273,6,More_Than_5
43274,7,More_Than_5
43275,7,More_Than_5
43276,6,More_Than_5
43277,6,More_Than_5
43279,6,More_Than_5
43280,6,More_Than_5
43281,6,More_Than_5
43283,6,More_Than_5
43285,6,More_Than_5
43286,6,More_Than_5
43287,6,More_Than_5
43288,6,More_Than_5
43289,6,More_Than_5
43290,6,More_Than_5
43294,6,More_Than_5
43295,6,More_Than_5
43296,7,More_Than_5
43297,7,More_Than_5
43298,7,More_Than_5
43299,7,More_Than_5
43300,7,More_Than_5
43301,7,More_Than_5
43302,7,More_Than_5
43303,7,More_Than_5
43304,6,More_Than_5
43305,6,More_Than_5
43306,7,More_Than_5
43307,6,More_Than_5
43308,7,More_Than_5
43309,6,More_Than_5
43310,7,More_Than_5
43311,6,More_Than_5
43313,6,More_Than_5
43314,6,More_Than_5
43315,6,More_Than_5
43316,6,More_Than_5
43317,6,More_Than_5
43318,6,More_Than_5
43319,6,More_Than_5
43320,7,More_Than_5
43321,7,More_Than_5
43322,6,More_Than_5
43323,6,More_Than_5
43324,7,More_Than_5
43325,6,More_Than_5
43327,7,More_Than_5
43328,7,More_Than_5
43329,7,More_Than_5
43330,7,More_Than_5
43331,7,More_Than_5
43332,6,More_Than_5
43333,6,More_Than_5
43334,6,More_Than_5
43336,6,More_Than_5
43338,7,More_Than_5
43339,6,More_Than_5
43340,6,More_Than_5
43341,7,More_Than_5
43342,7,More_Than_5
43343,7,More_Than_5
43344,6,More_Than_5
43345,6,More_Than_5
43346,6,More_Than_5
43347,6,More_Than_5
43348,6,More_Than_5
43349,6,More_Than_5
43350,7,More_Than_5
43353,6,More_Than_5
43354,6,More_Than_5
43355,6,More_Than_5
43356,7,More_Than_5
43357,6,More_Than_5
43359,6,More_Than_5
43360,6,More_Than_5
43361,7,More_Than_5
43362,7,More_Than_5
43363,6,More_Than_5
43364,7,More_Than_5
43366,6,More_Than_5
43368,6,More_Than_5
43369,6,More_Than_5
43370,6,More_Than_5
43371,6,More_Than_5
43372,6,More_Than_5
43373,6,More_Than_5
43374,6,More_Than_5
43375,6,More_Than_5
43376,6,More_Than_5
43377,6,More_Than_5
43379,6,More_Than_5
43380,6,More_Than_5
43383,7,More_Than_5
43384,7,More_Than_5
43385,6,More_Than_5
43386,6,More_Than_5
43387,6,More_Than_5
43388,7,More_Than_5
43391,6,More_Than_5
43392,6,More_Than_5
43393,6,More_Than_5
43394,6,More_Than_5
43397,6,More_Than_5
43398,7,More_Than_5
43399,7,More_Than_5
43400,6,More_Than_5
43401,6,More_Than_5
43402,6,More_Than_5
43403,6,More_Than_5
43404,6,More_Than_5
43405,6,More_Than_5
43406,7,More_Than_5
43407,6,More_Than_5
43409,6,More_Than_5
43410,6,More_Than_5
43411,7,More_Than_5
43412,7,More_Than_5
43414,6,More_Than_5
43415,6,More_Than_5
43416,6,More_Than_5
43417,6,More_Than_5
43419,6,More_Than_5
43420,7,More_Than_5
43422,7,More_Than_5
43423,7,More_Than_5
43424,6,More_Than_5
43425,6,More_Than_5
43426,6,More_Than_5
43427,7,More_Than_5
43428,7,More_Than_5
43429,7,More_Than_5
43430,6,More_Than_5
43431,6,More_Than_5
43432,6,More_Than_5
43433,6,More_Than_5
43434,7,More_Than_5
43435,6,More_Than_5
43436,6,More_Than_5
43437,6,More_Than_5
43438,6,More_Than_5
43439,6,More_Than_5
43442,6,More_Than_5
43443,6,More_Than_5
43444,7,More_Than_5
43445,6,More_Than_5
43446,7,More_Than_5
43447,7,More_Than_5
43449,6,More_Than_5
43450,6,More_Than_5
43451,6,More_Than_5
43452,6,More_Than_5
43453,7,More_Than_5
43454,7,More_Than_5
43455,6,More_Than_5
43456,6,More_Than_5
43457,6,More_Than_5
43458,6,More_Than_5
43459,7,More_Than_5
43460,6,More_Than_5
43461,6,More_Than_5
43462,6,More_Than_5
43463,6,More_Than_5
43464,6,More_Than_5
43465,6,More_Than_5
43466,6,More_Than_5
43467,7,More_Than_5
43468,7,More_Than_5
43469,6,More_Than_5
43470,7,More_Than_5
43471,6,More_Than_5
43472,6,More_Than_5
43473,6,More_Than_5
43474,7,More_Than_5
43475,6,More_Than_5
43476,6,More_Than_5
43477,6,More_Than_5
43478,6,More_Than_5
43479,6,More_Than_5
43480,6,More_Than_5
43481,6,More_Than_5
43482,6,More_Than_5
43488,6,More_Than_5
43489,6,More_Than_5
43492,6,More_Than_5
43493,6,More_Than_5
43494,7,More_Than_5
43495,7,More_Than_5
43496,6,More_Than_5
43497,6,More_Than_5
43498,6,More_Than_5
43499,7,More_Than_5
43500,7,More_Than_5
43501,7,More_Than_5
43502,7,More_Than_5
43503,6,More_Than_5
43504,6,More_Than_5
43506,6,More_Than_5
43507,6,More_Than_5
43508,6,More_Than_5
43509,6,More_Than_5
43510,6,More_Than_5
43511,6,More_Than_5
43512,6,More_Than_5
43513,6,More_Than_5
43514,6,More_Than_5
43515,6,More_Than_5
43516,6,More_Than_5
43519,6,More_Than_5
43520,6,More_Than_5
43522,6,More_Than_5
43523,6,More_Than_5
43524,6,More_Than_5
43527,6,More_Than_5
43528,7,More_Than_5
43529,7,More_Than_5
43530,6,More_Than_5
43531,6,More_Than_5
43532,7,More_Than_5
43533,7,More_Than_5
43534,6,More_Than_5
43535,6,More_Than_5
43536,7,More_Than_5
43537,7,More_Than_5
43538,7,More_Than_5
43539,7,More_Than_5
43540,7,More_Than_5
43541,7,More_Than_5
43542,7,More_Than_5
43543,7,More_Than_5
43544,7,More_Than_5
43545,7,More_Than_5
43546,6,More_Than_5
43547,7,More_Than_5
43548,7,More_Than_5
43549,6,More_Than_5
43550,7,More_Than_5
43551,7,More_Than_5
43552,6,More_Than_5
43553,7,More_Than_5
43554,7,More_Than_5
43555,7,More_Than_5
43556,7,More_Than_5
43557,6,More_Than_5
43558,6,More_Than_5
43559,6,More_Than_5
43560,7,More_Than_5
43561,6,More_Than_5
43562,7,More_Than_5
43563,7,More_Than_5
43564,6,More_Than_5
43565,7,More_Than_5
43566,6,More_Than_5
43567,7,More_Than_5
43568,7,More_Than_5
43569,7,More_Than_5
43570,7,More_Than_5
43571,7,More_Than_5
43572,7,More_Than_5
43573,7,More_Than_5
43574,7,More_Than_5
43575,6,More_Than_5
43576,7,More_Than_5
43577,7,More_Than_5
43578,7,More_Than_5
43579,7,More_Than_5
43580,6,More_Than_5
43581,7,More_Than_5
43582,7,More_Than_5
43583,6,More_Than_5
43584,6,More_Than_5
43585,6,More_Than_5
43587,6,More_Than_5
43588,6,More_Than_5
43589,6,More_Than_5
43590,6,More_Than_5
43591,6,More_Than_5
43592,6,More_Than_5
43594,6,More_Than_5
43596,6,More_Than_5
43597,6,More_Than_5
43599,7,More_Than_5
43600,7,More_Than_5
43601,6,More_Than_5
43602,7,More_Than_5
43603,6,More_Than_5
43604,7,More_Than_5
43606,6,More_Than_5
43608,6,More_Than_5
43610,6,More_Than_5
43611,6,More_Than_5
43613,6,More_Than_5
43614,6,More_Than_5
43615,6,More_Than_5
43617,6,More_Than_5
43619,6,More_Than_5
43620,7,More_Than_5
43621,7,More_Than_5
43622,6,More_Than_5
43626,6,More_Than_5
43627,6,More_Than_5
43628,6,More_Than_5
43629,6,More_Than_5
43631,6,More_Than_5
43632,6,More_Than_5
43635,6,More_Than_5
43638,7,More_Than_5
43641,6,More_Than_5
43642,6,More_Than_5
43643,6,More_Than_5
43644,6,More_Than_5
43645,6,More_Than_5
43646,6,More_Than_5
43647,6,More_Than_5
43648,6,More_Than_5
43649,6,More_Than_5
43650,6,More_Than_5
43651,6,More_Than_5
43652,6,More_Than_5
43653,6,More_Than_5
43654,6,More_Than_5
43655,6,More_Than_5
43656,6,More_Than_5
43657,6,More_Than_5
43658,6,More_Than_5
43659,7,More_Than_5
43661,6,More_Than_5
43662,6,More_Than_5
43663,7,More_Than_5
43664,7,More_Than_5
43665,7,More_Than_5
43667,7,More_Than_5
43668,6,More_Than_5
43669,6,More_Than_5
43670,7,More_Than_5
43672,7,More_Than_5
43674,6,More_Than_5
43676,6,More_Than_5
43679,7,More_Than_5
43680,6,More_Than_5
43681,6,More_Than_5
43683,6,More_Than_5
43684,6,More_Than_5
43685,6,More_Than_5
43686,6,More_Than_5
43687,6,More_Than_5
43688,6,More_Than_5
43689,6,More_Than_5
43690,6,More_Than_5
43691,6,More_Than_5
43692,6,More_Than_5
43693,6,More_Than_5
43694,7,More_Than_5
43695,7,More_Than_5
43696,6,More_Than_5
43697,6,More_Than_5
43698,7,More_Than_5
43699,7,More_Than_5
43700,7,More_Than_5
43701,6,More_Than_5
43702,6,More_Than_5
43703,6,More_Than_5
43705,6,More_Than_5
43706,6,More_Than_5
43707,7,More_Than_5
43708,7,More_Than_5
43709,6,More_Than_5
43712,6,More_Than_5
43713,6,More_Than_5
43714,7,More_Than_5
43715,6,More_Than_5
43716,7,More_Than_5
43717,7,More_Than_5
43718,7,More_Than_5
43719,7,More_Than_5
43720,6,More_Than_5
43721,6,More_Than_5
43722,7,More_Than_5
43723,7,More_Than_5
43724,7,More_Than_5
43725,6,More_Than_5
43726,6,More_Than_5
43727,6,More_Than_5
43728,6,More_Than_5
43729,6,More_Than_5
43730,7,More_Than_5
43731,7,More_Than_5
43732,7,More_Than_5
43733,7,More_Than_5
43734,6,More_Than_5
43735,7,More_Than_5
43736,6,More_Than_5
43737,6,More_Than_5
43738,6,More_Than_5
43739,6,More_Than_5
43740,6,More_Than_5
43741,6,More_Than_5
43742,7,More_Than_5
43743,7,More_Than_5
43744,6,More_Than_5
43745,6,More_Than_5
43746,6,More_Than_5
43747,7,More_Than_5
43748,7,More_Than_5
43749,7,More_Than_5
43750,6,More_Than_5
43751,6,More_Than_5
43752,7,More_Than_5
43753,6,More_Than_5
43754,7,More_Than_5
43755,7,More_Than_5
43756,7,More_Than_5
43757,7,More_Than_5
43758,7,More_Than_5
43759,7,More_Than_5
43760,7,More_Than_5
43761,7,More_Than_5
43762,6,More_Than_5
43763,7,More_Than_5
43764,7,More_Than_5
43765,7,More_Than_5
43766,6,More_Than_5
43767,7,More_Than_5
43768,6,More_Than_5
43769,7,More_Than_5
43770,6,More_Than_5
43771,7,More_Than_5
43772,6,More_Than_5
43773,6,More_Than_5
43781,6,More_Than_5
43785,6,More_Than_5
43786,6,More_Than_5
43787,6,More_Than_5
43788,6,More_Than_5
43789,7,More_Than_5
43791,6,More_Than_5
43792,6,More_Than_5
43793,6,More_Than_5
43796,6,More_Than_5
43802,6,More_Than_5
43803,6,More_Than_5
43804,7,More_Than_5
43805,6,More_Than_5
43807,6,More_Than_5
43809,6,More_Than_5
43810,6,More_Than_5
43811,6,More_Than_5
43812,6,More_Than_5
43813,6,More_Than_5
43814,6,More_Than_5
43815,7,More_Than_5
43816,6,More_Than_5
43817,6,More_Than_5
43818,6,More_Than_5
43819,6,More_Than_5
43820,6,More_Than_5
43821,6,More_Than_5
43822,6,More_Than_5
43823,6,More_Than_5
43827,6,More_Than_5
43828,6,More_Than_5
43829,6,More_Than_5
43830,7,More_Than_5
43831,6,More_Than_5
43832,7,More_Than_5
43833,7,More_Than_5
43834,6,More_Than_5
43835,6,More_Than_5
43836,6,More_Than_5
43837,6,More_Than_5
43838,6,More_Than_5
43839,6,More_Than_5
43840,6,More_Than_5
43841,6,More_Than_5
43842,6,More_Than_5
43843,6,More_Than_5
43844,6,More_Than_5
43845,6,More_Than_5
43846,6,More_Than_5
43847,6,More_Than_5
43848,6,More_Than_5
43849,7,More_Than_5
43850,6,More_Than_5
43851,6,More_Than_5
43852,6,More_Than_5
43853,7,More_Than_5
43854,7,More_Than_5
43855,7,More_Than_5
43856,7,More_Than_5
43857,6,More_Than_5
43858,6,More_Than_5
43859,6,More_Than_5
43860,6,More_Than_5
43861,6,More_Than_5
43862,6,More_Than_5
43863,6,More_Than_5
43864,6,More_Than_5
43865,6,More_Than_5
43866,7,More_Than_5
43867,6,More_Than_5
43868,7,More_Than_5
43869,6,More_Than_5
43870,6,More_Than_5
43871,7,More_Than_5
43872,7,More_Than_5
43873,6,More_Than_5
43874,6,More_Than_5
43875,7,More_Than_5
43876,7,More_Than_5
43877,7,More_Than_5
43878,7,More_Than_5
43879,6,More_Than_5
43880,6,More_Than_5
43881,6,More_Than_5
43882,7,More_Than_5
43883,6,More_Than_5
43884,6,More_Than_5
43885,6,More_Than_5
43886,6,More_Than_5
43887,6,More_Than_5
43888,6,More_Than_5
43889,6,More_Than_5
43890,6,More_Than_5
43891,6,More_Than_5
43892,6,More_Than_5
43893,7,More_Than_5
43894,6,More_Than_5
43895,7,More_Than_5
43896,7,More_Than_5
43897,6,More_Than_5
43898,6,More_Than_5
43899,7,More_Than_5
43900,7,More_Than_5
43901,7,More_Than_5
43902,6,More_Than_5
43903,6,More_Than_5
43904,6,More_Than_5
43905,6,More_Than_5
43906,6,More_Than_5
43907,6,More_Than_5
43908,6,More_Than_5
43909,6,More_Than_5
43910,6,More_Than_5
43912,6,More_Than_5
43913,6,More_Than_5
43915,6,More_Than_5
43916,7,More_Than_5
43917,6,More_Than_5
43918,6,More_Than_5
43919,7,More_Than_5
43920,6,More_Than_5
43921,6,More_Than_5
43922,6,More_Than_5
43923,6,More_Than_5
43924,6,More_Than_5
43927,6,More_Than_5
43928,6,More_Than_5
43929,6,More_Than_5
43930,7,More_Than_5
43931,6,More_Than_5
43932,6,More_Than_5
43933,6,More_Than_5
43934,6,More_Than_5
43935,7,More_Than_5
43936,6,More_Than_5
43937,7,More_Than_5
43938,6,More_Than_5
43939,6,More_Than_5
43940,6,More_Than_5
43941,6,More_Than_5
43943,6,More_Than_5
43944,6,More_Than_5
43945,6,More_Than_5
43947,6,More_Than_5
43948,6,More_Than_5
43953,6,More_Than_5
43955,7,More_Than_5
43956,6,More_Than_5
43957,6,More_Than_5
43959,6,More_Than_5
43960,6,More_Than_5
43961,6,More_Than_5
43962,7,More_Than_5
43963,6,More_Than_5
43964,6,More_Than_5
43965,6,More_Than_5
43966,7,More_Than_5
43967,6,More_Than_5
43968,6,More_Than_5
43969,6,More_Than_5
43970,6,More_Than_5
43971,6,More_Than_5
43972,7,More_Than_5
43973,7,More_Than_5
43974,7,More_Than_5
43975,6,More_Than_5
43976,6,More_Than_5
43983,6,More_Than_5
43984,7,More_Than_5
43985,6,More_Than_5
43986,6,More_Than_5
43987,6,More_Than_5
43988,6,More_Than_5
43989,6,More_Than_5
43994,6,More_Than_5
43995,6,More_Than_5
43996,6,More_Than_5
43997,6,More_Than_5
43998,7,More_Than_5
43999,7,More_Than_5
44000,7,More_Than_5
44001,6,More_Than_5
44002,7,More_Than_5
44003,7,More_Than_5
44004,6,More_Than_5
44005,6,More_Than_5
44006,6,More_Than_5
44007,6,More_Than_5
44008,6,More_Than_5
44009,7,More_Than_5
44010,7,More_Than_5
44011,7,More_Than_5
44012,7,More_Than_5
44013,7,More_Than_5
44014,7,More_Than_5
44015,7,More_Than_5
44016,7,More_Than_5
44017,7,More_Than_5
44018,7,More_Than_5
44019,7,More_Than_5
44020,7,More_Than_5
44021,6,More_Than_5
44022,7,More_Than_5
44023,7,More_Than_5
44024,6,More_Than_5
44025,6,More_Than_5
44026,7,More_Than_5
44027,7,More_Than_5
44028,7,More_Than_5
44029,7,More_Than_5
44030,7,More_Than_5
44031,6,More_Than_5
44032,7,More_Than_5
44033,7,More_Than_5
44034,7,More_Than_5
44035,6,More_Than_5
44036,6,More_Than_5
44037,6,More_Than_5
44038,6,More_Than_5
44039,6,More_Than_5
44040,6,More_Than_5
44041,7,More_Than_5
44042,6,More_Than_5
44043,7,More_Than_5
44044,7,More_Than_5
44045,7,More_Than_5
44046,7,More_Than_5
44047,6,More_Than_5
44048,6,More_Than_5
44049,7,More_Than_5
44050,6,More_Than_5
44051,6,More_Than_5
44052,7,More_Than_5
44053,7,More_Than_5
44054,7,More_Than_5
44055,6,More_Than_5
44056,7,More_Than_5
44057,7,More_Than_5
44058,7,More_Than_5
44059,6,More_Than_5
44060,6,More_Than_5
44061,6,More_Than_5
44062,6,More_Than_5
44063,7,More_Than_5
44064,6,More_Than_5
44065,6,More_Than_5
44066,6,More_Than_5
44067,6,More_Than_5
44068,6,More_Than_5
44069,6,More_Than_5
44070,6,More_Than_5
44071,6,More_Than_5
44072,6,More_Than_5
44073,6,More_Than_5
44074,6,More_Than_5
44075,6,More_Than_5
44076,6,More_Than_5
44077,6,More_Than_5
44078,6,More_Than_5
44079,6,More_Than_5
44080,6,More_Than_5
44081,6,More_Than_5
44082,6,More_Than_5
44083,7,More_Than_5
44084,7,More_Than_5
44085,6,More_Than_5
44086,7,More_Than_5
44087,7,More_Than_5
44088,6,More_Than_5
44089,7,More_Than_5
44090,7,More_Than_5
44092,6,More_Than_5
44093,7,More_Than_5
44094,7,More_Than_5
44095,7,More_Than_5
44096,7,More_Than_5
44097,7,More_Than_5
44098,6,More_Than_5
44099,6,More_Than_5
44100,7,More_Than_5
44101,7,More_Than_5
44102,7,More_Than_5
44103,7,More_Than_5
44104,7,More_Than_5
44105,7,More_Than_5
44106,7,More_Than_5
44107,7,More_Than_5
44108,7,More_Than_5
44109,7,More_Than_5
44110,7,More_Than_5
44111,7,More_Than_5
44112,7,More_Than_5
44113,7,More_Than_5
44114,7,More_Than_5
44115,7,More_Than_5
44116,7,More_Than_5
44117,7,More_Than_5
44118,7,More_Than_5
44119,6,More_Than_5
44120,6,More_Than_5
44121,6,More_Than_5
44122,7,More_Than_5
44123,7,More_Than_5
44124,6,More_Than_5
44125,7,More_Than_5
44127,7,More_Than_5
44128,7,More_Than_5
44129,7,More_Than_5
44130,7,More_Than_5
44131,7,More_Than_5
44132,7,More_Than_5
44133,7,More_Than_5
44134,7,More_Than_5
44135,7,More_Than_5
44136,7,More_Than_5
44137,7,More_Than_5
44138,7,More_Than_5
44139,7,More_Than_5
44140,7,More_Than_5
44141,6,More_Than_5
44142,6,More_Than_5
44143,7,More_Than_5
44144,7,More_Than_5
44145,7,More_Than_5
44146,7,More_Than_5
44147,7,More_Than_5
44148,7,More_Than_5
44149,6,More_Than_5
44150,6,More_Than_5
44151,7,More_Than_5
44152,6,More_Than_5
44153,7,More_Than_5
44154,7,More_Than_5
44155,6,More_Than_5
44156,6,More_Than_5
44157,6,More_Than_5
44158,6,More_Than_5
44159,6,More_Than_5
44160,6,More_Than_5
44161,6,More_Than_5
44162,6,More_Than_5
44163,6,More_Than_5
